Society_latitude,Society_longitude,Homeland_latitude_of_diasporic_peoples,Homeland_longitude_of_diasporic_peoples,Area_latitude,Area_longitude,Region,Division,Subregion,Area,society,alternative_names,People,People_alternative_names,People2,People3,Preindustrial_Style_clusters,Focal_years,Koppen_climate_terrain,Koppen_code,Preindustrial_Subsistence_taxon,Taxon_id,cantometrics_samplesize,minutage_samplesize,parlametrics_samplesize,phonotactics_samplesize,Language,ISO6393,GlottoID,LevelGlottoID,LangLevParent,FamilyLevGlottocode,Country,Country_id,society_id,C_cid,M_cid,P_cid,Ph_cid,Ch_cid,EA_Prov_name,EA_Prov_#,Culture_Wiki,Society_summary,Notes_1,Notes_2,Culture Sources,"Priority_ranking_for_further_review (see worksheet ""Societies_ranked_for_review"")",HOW WELL WAS THE SOCIETY CHECKED BY KK?,KK_warning_or_question,ADMIN_NOTES_on_how_language_and_D-PLACE_matches_were_assigned,default_DPL_soc_id,default_DPL_PrefName,default_DPL_OrigName,xd_id_1,total_DPLACE_soc_w_xd_id,eHRAF_soc_w_xd_id?,eHRAF_OWC,eHRAF_OWC_Name,eHRAF_SubOWC_in_DPLACE,eHRAF_SubOWC_Name_in_DPLACE,eHRAF_subOWC_FINAL_STATUS_2021,Does_GJB_id_match_multiple_xd_ids,default_DPL_soc_id_2,default_DPL_PrefName_2,default_DPL_OrigName_2,xd_id_2,total_DPLACE_soc_w_xd_id_2,eHRAF_soc_w_xd_id_2?,eHRAF_OWC,eHRAF_OWC_Name,eHRAF_SubOWC_in_DPLACE,eHRAF_SubOWC_Name_in_DPLACE,eHRAF_subOWC_FINAL_STATUS_2021,STATUS_JULY_31_2021,language match checked by KK,D-PLACE match checked by KK,KK_ISSUE
16.35,-89.07,,,20.76,-88.95,Central America,Mexico,S Mexican Lowlands,Yucatan Peninsula,Yucatan Maya,Yucateco,Yucatan Maya,,,Mexico Indigenous Peoples,Nuclear America,1947-50,"Monsoon, Tropical Savannah","Am, Aw",I-Middle America; Uah (Unclassified Animal Husbanders),scfal395; scfal994,8,,,,Yucatec Maya,ISO 639-3: yua,yuca1254,language,yuca1254,maya1287,Mexico,,21033,21033,,,,21033,Maya,167,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoyuca1254 @Ethnoyua @WikiMaya,10,"WELL, BUT GIS MAPS NOT USED",SEE CORRECTIONS WORKSHEET,"Name-based match, note that culture lat long for GJB Yucatec Maya is in Southern Belize, and closest match language wise would probably be Mopan Maya (mopa1243), however, there are no matching EA societies. Song lat long for GJB Yucatec Maya is a good match for Sa6 Yucatec Maya. (see KK_Issue6)",Sa6,Yucatec Maya,Yucatec Maya (Sa6),xd1322,1,Yes,NV10,Maya (Yucatán Peninsula),NV10,Maya (Yucatán Peninsula),NV10_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Prelim_check_GIS_not_used,DONE,DONE,Issue6
36.68,68.5,,,38.41,70.87,Central Asia,S Central Asia,Afghanistan/ Pamir Mtns,"Oxus Basin & Fargana Valley, Transoxania/ Greater Khorasan",Tadjik,Tajik; Fārsī; Fārsīwān; Dīhgān; Tadzhik; Sart,Tadjik Iranian Peoples,,,Central Asia Iranian Peoples,Old Eurasia,1956; 1950s,Warm Mediterranean,Csa,PA-Middle East,scfal1192,8,,,,Tajik,ISO 639-3: tgk,taji1245,language,taji1245,indo1319,Tajikistan,,26357,26357,,,,26357,,,wiki,,,,@Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottotaji1245 @Ethnotgk @WikiTajiks,4,NOT CHECKED BY KK,0,"Match based on triangulation using society names, lat/lon information.",RO02,Tajiks,Tajiks,xd1453,eHRAF_only,Yes,RO02,Tajiks,RO02,Tajiks,RO02_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
28.27,129.35,,,28.28,129.41,East Asia,Japan,Ryukyu Islands,Amami Archipelago,Amami,Amami-guntō; Amami-shotō,Ryukyuan,,,Ryukyuan Peoples,Village Japan,1951; 1952,Warm Oceanic Humid Subtropical,Cfa,PA-East Asian Intensive,scfal1054,8,,,,Oshima,,oshi1235,family,NA_ASSIGN_ONCE_FAMILY-LEVEL_GLOTTOCODE_IS_RESOLVED,japo1237,Japan,,10418,10418,,,,,,,wiki,,,,@Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottooshi1235 @WikiAmami,10,NOT CHECKED AND THE LANGUAGE MATCH IS AT THE FAMILY LEVEL (TOO COARSE),0,NOT CHECKED BY KK; NOTE THAT THE GJB LANGUAGE MATCH IN EARLY 2021 WAS AT THE FAMILY LEVEL (TOO COARSE FOR AUTOMATIC MATCHING),NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK; NOTE_FAMILY-LEVEL_LANG_MATCH_NEEDS_REVIEW,FAMILY-LEVEL_MATCH_TO_REVIEW,NOT_CHECKED_BY_KK,
37.51,128.12,,,37.55,126.99,East Asia,South Korea,N W South Korea,Seoul,Urban S Korea,,Urban Koreans,,,Korean Peoples,Old Eurasia,1943; 1959; 1963; 1983,Hot Summer Continental,Dwa,PA-East Asian Irrigation,scfal1071,8,,1,,Korean,,kore1280,language,kore1280,kore1284,South Korea,,18932,18932,,18932,,18932,Korea,80,wiki,"For many years, it was believed that the Korean people initially may have had connections with the people of Central Asia, the Lake Baikal area of Siberia, Mongolia, and the coastal areas of the Yellow Sea. 2017 genetic analysis of bones discovered in Primorye kray in Far Eastern Russia proposed that Koreans were linked to a population that had inhabited that area for at least 77 centuries.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiSeoul @Glottokore1280 @Lomax1971-72Parlametrics,5,"WELL, BUT GIS MAPS NOT USED",0,"EA focus is on Kangwha Island; GJB focus is ""Urban South Korea"" [18932] and ""Village South Korea"" [24564]. For now, both matched.",Ed1,Koreans,Koreans (Ed1),xd638,2,Yes,AA01,Korea,AA01,Korea,AA01_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Prelim_check_GIS_not_used,DONE,DONE,
35.91,127.77,,,35.41,128.12,East Asia,South Korea,S South Korea,Gyeongsangnam-do Prov,Village S Korea,Hanguk-in; Hanguk-saram,South Korean Villagers,,,Korean Peoples,Village Korea,1943; 1954; 1959; 1966,Hot Summer Continental,Dwa,PA-East Asian Irrigation,scfal1071,8,,,,Korean,,kore1280,language,kore1280,kore1284,South Korea,,24564,24564,,,,,Korea,80,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiMiryang @Glottokore1280 @ArensbergLomax1977Subsistence,6,"WELL, BUT GIS MAPS NOT USED",0,"EA focus is on Kangwha Island; GJB focus is ""Urban South Korea"" [18932] and ""Village South Korea"" [24564]. For now, both matched.",Ed1,Koreans,Koreans (Ed1),xd638,2,Yes,AA01,Korea,AA01,Korea,AA01_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Prelim_check_GIS_not_used,DONE,DONE,
50.08,14.43,,,50.01,14.44,Europe,Central Europe,Czech Republic,Bohemia,Bohemian,Čechy; Czechy; Böhmen; Bohême,Czechs,,West Slavs,Slavic Peoples,Old Europe,1960; 1964; 1960-61,"Cold, No Dry Season/ Warm Summer",Dfb,,,8,,,,Central Bohemian,,cent1953,dialect,czec1258,indo1319,Czech Republic,,12409,12409,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiBohemian @Glottocent1953,5,"WELL, BUT GIS MAPS NOT USED",0,KK web-based triangulation,NONE,NONE,NONE,NONE,NONE,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Prelim_check_GIS_not_used,DONE,DONE,
65.17,30.87,,,58,20,Europe,Northern Europe,Baltic Region,Baltic Area,Karelia,,Baltic Peoples,,Finno-Ugric Peoples,Uralic Peoples,Western Europe,1951; 1957; 1962; 1963;,Cold No Dry Season/ Cold Summer,Dfc,,,8,,,,Livvi,,livv1243,language,livv1243,ural1272,Finland,,62297,62297,,,,,,,wiki,,,,@Murdock1999EA @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiKarelians @Glottolivv1243,5,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,D-PLACE match presumed correct based on similarity of society names; language assigned based on D-PLACE society,ch19,Karelians,Karelians (ch19),xd556,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_match; language_assigned_based_on_D-PLACE_match,DONE,DONE,
42.69,23.32,,,42.68,23.32,Europe,Southeast Europe/ Balkans,Bulgaria,Sofia,Sofia District,Sofiya,Bulgarians,,South Slavs,Slavic Peoples,Old Europe,1954,Cold No Dry Season/ Warm Summer,Dfb,PA-Europe,scfal1093,8,,,,Bulgarian,ISO 639-3: bul,bulg1262,language,bulg1262,indo1319,Bulgaria,,12761,12761,,,,,Balkans,55,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottobulg1262 @Ethnobul @WikiSofia,9,"WELL, BUT GIS MAPS NOT USED",0,"EA focus is ""village of Dragelevtsy""; which wikipedia places in Sofia District. Therefore, matched to GJB 12761, but see also GJB 22254; 12739; 12750; 12772; 14653",Ch5,Bulgarians,Bulgarians (Ch5),xd569,1,Yes,EE01,Bulgaria,EE01,Bulgaria,EE01_NO_2021_NON_DIGITIZED_FICHE_ONLY,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Prelim_check_GIS_not_used,DONE,DONE,
42.87,20.39,,,42.15,20.74,Europe,Southeast Europe/ Balkans,Kosovo,"Prizren Dist, E Kosovo",Dragas,Sharri; Dragash,Serbian Kosovo,,South Slavs,Slavic Peoples,Old Europe,1964,Temperate No Dry Season/ Hot Summer,Cfa,Unclassified Complex Cultivators,scfal1205,8,7,,,Serbian Standard,ISO 639-3: srp,serb1264,dialect,sout1528,indo1319,Kosovo,,14752,14752,14752,,,,,,wiki,,,,@Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiDragas @Glottoserb1264 @Lomax1966-72Minutage,10,FAIRLY WELL,0,Language match based on society name and/or lat/lon data; No D-PLACE match identified by KK,NONE,NONE,NONE,NONE,NONE,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,CHECKED_FAIRLY_WELL,DONE,DONE,
44.88,8.03,,,44.48,9.11,Europe,Southern Europe,N W Italy,Liguria,N Liguria,,Liguri,,Urban Celtic-Ligurians,N Italic Peoples,Old Europe,1954,Temperate Dry Summer/ Warm Summer,Csb,,,8,,,,Ligurian,,ligu1248,language,ligu1248,indo1319,Italy,,62553,62553,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoligu1248 @WikiProvinceOfImperia,10,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
37.38,-5.97,,,37.23,-5.19,Europe,Southern Europe,S Spain,Andalusia,Seville,,Andalusians,,S Spanish,Latin Peoples,,1952;,Temperate Dry Summer/ Hot Summer,Csa,PA-Europe,scfal1087,8,6,,6,Andalusian,,anda1279,dialect,stan1288,indo1319,Spain,,62416,62416,62416,,62416,,Southern Europe,56,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoanda1279 @WikiSeville @ArensbergLomax1977Subsistence @Lomax1966-72Minutage @Lomax1961-62Phonotactics,9,VERY WELL,0,"EA Ce6 focus is ""Andalusia""; GJB culture Seville is in Andalusia and therefore considered a match. Note: a number of GJB cultures including this one are in Spain and might be worth considering in comparison/for overlap (GJB26038, 26049, 26071, 26093, 26027, 10973, 25994, 15676, 26005, 26060, 10572, 62547, 62415, 62416, 26075)",Ce6,Spaniards,Spaniards (Ce6),xd533,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,CHECKED_INTENSIVELY,DONE,DONE,
49.51,-113.18,,,59.72,-106.13,North America,Canada,Canadian Plains,Alberta/ N W Territories/ Saskatchewan,Káínawa,Bloodback; Kainai; Kainawa; Blood,Blackfoot Algonquian,,W Algonguian Peoples,Plains Peoples,Circum-Pacific Hunter/ Foragers,1914; 1953-54,Temperate Continental/ Humid,Dfb,HF-Plains,scfal246,8,7,1,,Siksika,ISO 639-3: bla,siks1238,language,siks1238,algi1248,Canada; United States,,12343,12343,12343,12343,,12343,Northern Plains,150,wiki,"The Káínawa, or Many Chief People, belong to the Blackfoot Confederacy whose homelands are on the Oldman, Belly and St. Mary rivers, northeast of their present reservation in S. Alberta. In summer they gathered in large camps with the Siksikas and Piegans, other Blackfoot tribes; in winter they split off into small bands to hunt bison.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottosiks1238 @Ethnobla @WikiKainai @Lomax1966-72Minutage @Lomax1971-72Parlametrics,9,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,Language automatically assigned from D-PLACE match,Ne13,Kainai,Blood (Ne13),xd1212,2,Yes,NF06,Blackfoot,NF06b,Kainai,NF06b_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_match; language_assigned_based_on_D-PLACE_match,DONE,DONE,
60.02,-70.02,,,61.79,-74,North America,Canada,E Canadian Arctic,Nunavut/ N Quebec,Nunavimmiut,Ungava Bay Inuit; Inuit Kapaimiut,Nunavut/ Nunavik Inuit,,Inuits,Arctic Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1974-76,Tundra,ET,,,8,,,,Eastern Canadian Inuktitut,,east2534,language,east2534,eski1264,Canada,,17236,17236,,,,,Central and Eastern Eskimo,133,wiki,,"Original society Lat Long (62.21, -67.72) has been changed to average song Lat lon (60.02, -70.02)",,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiNunavik @Glottoeast2534,10,VERY WELL,SEE CORRECTIONS WORKSHEET,"GIS, web research. Note that, while the societies GJB17236 and Na44 are 'matched', as both identify as Nunavimmiut, the former is based on work carried out in Sugluk (Salluit), and the latter in Kangirsuk. Note also that B373 ""Great Whale Inuit"" in the Binford dataset is a geographically adjacent society that also speaks an East Inuktitut dialect. However, the communities are distinct, so not matched for now. (see KK_Issue12)",Na44,Taqagmiut,Taqagmiut (Na44),xd1061,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,CHECKED_INTENSIVELY,SEE_CORRECTION,SEE_CORRECTIONS_TAB,Issue12
40.71,-74.01,,,40.67,-73.96,North America,United States,Northeast US,Urban Northeast,Mixed New York Jewish Liturgical,,Jewish Americans,,Middle Europeans,Jewish Peoples,Old Eurasia,1960,Warm Continental/ Humid,Dfa,,,8,,,,Biblical Hebrew,,bibl1238,dialect,anci1244,afro1255,United States,,17584,17584,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiNewYorkJews @Glottobibl1238,7,FAIRLY WELL,0,"KK assigned language ""Eastern Yiddish""; However, SS changed to language ""Biblical Hebrew,"" as all songs are liturgical songs sung in Hebrew.",N011,North American Hasidic Jews,North American Hasidic Jews,xd1494,eHRAF_only,Yes,N011,North American Hasidic Jews,N011,North American Hasidic Jews,N011_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,CHECKED_FAIRLY_WELL,DONE,DONE,
32.76,-96.79,,,31.24,-99,North America,United States,Southwest US,Central Texas,Texas White,,Texas White ,,,,,1924; 1929; 1930; 1933; 1939; 1940; 1942; 1959,Warm Oceanic Humid Subtropical,Cfa,,,8,,,,Southern American English,,sout3302,dialect,stan1293,indo1319,United States,,62427,62427,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiTexas @Glottosout3302,5,FAIRLY WELL,0,"Linked to ""Southern American English"" dialect of English",NONE,NONE,NONE,NONE,NONE,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,CHECKED_FAIRLY_WELL,DONE,DONE,
31.81,-112.01,,,32.92,-112.67,North America,United States,Southwest US,Sonoran Desert,Tohono O’odham,Papago,Oʼodham Uto-Aztecan,,,Southwest Indigenous Peoples,Nuclear America,1941; 1940-50,Warm Desert,BWh,I-Desert,scfal377,8,8,,,Tohono O'odham,ISO 639-3: ood,toho1245,language,toho1245,utoa1244,United States,,23420,23420,23420,,,,Northwest Mexico,163,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottotoho1245 @Ethnoood @WikiTohonoOʼodham @Lomax1966-72Minutage,7,"WELL, BUT GIS MAPS NOT USED",0,Name,Ni2,Tohono O'odham,Papago (Ni2),xd1287,3,Yes,NU79,O'odham,NU79,O'odham,NU79_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Prelim_check_GIS_not_used,DONE,DONE,
-11.52,-53.07,,,-12.81,-53.98,South America,C South America,E Amazon Basin,Mato Grosso,Kĩsêdjê,Kisedje; Suyá; Suya,Suyá Gê,,Nuclear-Macro-Je Peoples,Amazon Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1962; 1972-76,Tropical Savannah,Aw,,,8,,,,Suyá,ISO 639-3: suy,suya1243,language,suya1243,nucl1710,Brazil,,26302,26302,,,,26302,,,wiki,"The Kĩsêdjê live in circular villages at the headwaters of the Xingu River in Mato Grosso, where they hunt, fish, and tend gardens. After marriage, Kĩsêdjê men pierce and stretch their lower lip with decorated wooden discs. Kĩsêdjê culture is deeply communal.",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Ethnosuy @WikiSuya @Glottosuya1243,9,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
31.11,77.17,,,31.97,76.87,South Asia,India/ Nepal/ Tibet,Himalayan Mtns & Foothills,Himachal Pradesh,Kullu,Kulu; Himchal Pradesh,Kullu Villagers,,Himalayan Peoples,Indo-Aryan Northern,Old Eurasia,1978,Semi Arid Steppe Hot/ Tundra,"BSh, ET",,,8,,,,Kullu Pahari,ISO 639-3: kfx,kull1236,language,kull1236,indo1319,India,,19196,19196,,,,19196,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiKullu @Glottokull1236,9,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
12.42,121.22,,,12.88,121.09,Southeast Asia,Island S E Asia,N Philippines,Mindoro Island,Hanunoo,Hanunuo,Mangyan Peoples,,,Philippines Indigenous Peoples,Warm Latitude Foragers,1953; 1955,Monsoon,Am,AH-Island Malay,scfal535,8,7,,13,Hanunoo,ISO 639-3: hnn,hanu1241,language,hanu1241,aust1307,Philippines,,16545,16545,16545,,16545,,Philippines,99,wiki,"The Mangyan are a collection of eight indigenous groups who live in Mindoro, Philippines, each having its own tribal name, language, and customs. They are subsistence farmers, growing sweet potatoes, rice, and taro. They also trap small animals and wild pigs. Mangyan society is peaceful and non-competitive, with an egalitarian social structure. Their belief system grows out of their agricultural way of life. Numerous rites and ceremonies are performed to placate the spirits, who can help produce a good harvest.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiMangyan @Glottohanu1241 @Lomax1966-72Minutage @Lomax1961-62Phonotactics,7,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,D-PLACE match based on name; language from D-PLACE match,Ia5,Hanunoo,Hanunoo (Ia5),xd745,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_AND_languages_match,DONE,DONE,
7.13,124.31,,,7.72,124.98,Southeast Asia,Island S E Asia,S Philippines,Mindanao,Maguindanao,Magindanao; Magindanaw; Maguindanaon,Maguindanao,,Moro Peoples,Philippines Indigenous Peoples,Warm Latitude Foragers,1955,Tropical Rainforest,Af,,,8,,,,Maguindanao,ISO 639-3: mdh,magu1243,language,magu1243,aust1307,Philippines,,20417,20417,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiMaguindanao @Glottomagu1243,10,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
3.42,102.66,,,3.87,102.15,Southeast Asia,Mainland S E Asia,Indochinese Peninsula,Malay Peninsula,Semelai,,Proto-Malays,,,Malay Peninsula Indigenous Peoples,Warm Latitude Foragers,1963,Tropical Rainforest,Af,,,8,,,,Semelai,,seme1247,language,seme1247,aust1307,Malaysia,,17469,17469,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiSemelaiPeople @Glottoseme1247,9,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
-4.31,27.34,,,-6.18,22.4,Africa,Central Africa,Equatorial Central Africa,"Kasaï-Central Prov, S DR Congo",Luba-Lulua,Luluwa,Luban ,,Central Western Bantu,West & Central African Peoples,Tropical Gardeners,1952; 1957,"Monsoon, Tropical Savannah","Am, Aw",Unclassified Food Producers,scfal1247,9,,,,Luba-Lulua,ISO 639-3: lua,luba1249,language,luba1249,atla1278,Democratic Republic of the Congo,,20219,20219,,,,,Southern Equatorial Bantu,14,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoluba1249 @Ethnolua @WikiLulua,10,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,D-PLACE match presumed correct based on similarity of society names; language assigned based on D-PLACE society,Ae16,Lulua,Lulua (Ae16),xd134,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_AND_languages_match,DONE,DONE,
1.68,16.16,,,1.89,15.94,Africa,Central Africa,Equatorial Central Africa,S E Cameroon/ S W Central African Rep/ N Congo/ N Gabon,Ngombe,Baka BaNgombe; Baka; BaBinga; BaMbenga; Baka Pygmies,C Tropical Forest Hunter Gatherers/ Baka Mbenga,,African Hunter-Gatherers,West & Central African Peoples,African Gatherers,1946,"Monsoon, Tropical Savannah","Am, Aw",,,9,,,,Gundi,ISO 639-3: gdi,gund1247,language,gund1247,atla1278,Republic of the Congo,,62563,62563,,,,,,,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Ethnogdi @Glottogund1247 @Rouget2011MusicalEfficacy,NOT_IN_KK_DATA_SHEET_ADD_INFO,NOT_IN_KK_DATA_SHEET_ADD_INFO,NOT_IN_KK_DATA_SHEET_ADD_INFO,NOT_IN_KK_DATA_SHEET_ADD_INFO,NONE,NONE,NONE,NONE,NONE,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NOT_IN_KK_DATA_SHEET_ADD_INFO,NOT_IN_KK_DATA_SHEET_ADD_INFO,NOT_IN_KK_DATA_SHEET_ADD_INFO,Issue33c
15.09,8.43,,,12.49,14.46,Africa,Central Africa,N W Central Africa,N E Cameroon/ W Central African Rep/ S W Chad/  N E DR Congo/ S Niger/ N Nigeria,Wodaabe,Fula; Fulɓe; Peul; Bororo; Mbororo,Fula Pastorlsts,,Benue Congo Peoples,West & Central African Peoples,African Pastoralists,1948; 1959,Warm Desert,BWh,P-African Cattle Nomads; P-Moslem Sudan,scfal1009; scfal1015,9,,,,Hausa States Fulfulde,,nige1253,language,nige1253,atla1278,Cameroon; Central African Republic; Niger,,15544,15544,,,,,Fulani,23,wiki,The Wodaabe people are subgroup of the Fulani ethnic group. The Wodaabe are commonly nomadic cattle-herders and traders. They are famouse for their detailed attire and unique cultural rituals.,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiWodaabe @Glottonige1253,3,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,D-PLACE match presumed correct based on similarity of society names; language assigned based on D-PLACE society,Cb24,Wodaabe Fulani,Wodaabe Fulani (Cb24),xd474,2,Yes,MS11,Fulani,MS11,Fulani,MS11_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_match; language_assigned_based_on_D-PLACE_match,DONE,DONE,
