Cu_lat,Cu_long,Area_lat,Area_long,Region,Division,Subregion,Area/Kingdom,Culture,Alt_culture_names,Arensberg-Lomax_clusters,Focal_years,C_sample_size,Koppen_climate_terrain,Koppen_code,Arensberg/Lomax_taxon,Taxon_id,Language,Lang_Family,Lang_Family_Tree,ISO_code,Glottocode,Country,culture_id,D-Place_Id,People/Culture
36.32,-119.72,37.98,-121.87,North America,United States,N W California,San Joaquin Valley,Yokuts,Tachi Yokuts; Mariposan; Yokut,Circum-Pacific Hunter/ Foragers,1978-80,4.0,Warm Mediterranean,Csa,C-California,scfal79,General Yokuts,Yokutsan,Yokutsan,,gene1243,United States,29085,,
38.54,-123.08,38.25,-122.54,North America,United States,N W California,Sonoma,Kashia Band Pomo,Southwestern Pomo; Kashia; Kashaya; Winamá Bokeya: Kashaya Pomo; Winama Bokeya,Circum-Pacific Hunter/ Foragers,1964,7.0,Temperate Mediterranean,Csb,C-California,scfal75,Kashaya (also known as Kashaya Pomo),Pomoan,"Pomoan, Russian River and Eastern, Southern Pomoan-Kashaya",ISO 639-3: kju,kash1280,United States,30087,,
41.33,-123.82,40.78,-123.13,North America,United States,N W California,Trinity Klamath R,Olekwo'l,Yurok; Olekwol,Circum-Pacific Hunter/ Foragers,1963; 1978-80,5.0,Temperate Mediterranean,Csb,HF-Northwest Coast,scfal234,Yurok,Algic,Algic,ISO 639-3: yur,yuro1248,United States,29217,,
41.92,-124.12,41.92,-124.12,North America,United States,N W California,Yontocket,Xus,Tolowa: Taa-laa-wa Dee-ni’,Circum-Pacific Hunter/ Foragers,1963; 1978-80,2.0,Temperate Mediterranean,Csb,C-California,scfal76,Tolowa-Chetco,Athapaskan-Eyak-Tlingit,"Athapaskan-Eyak-Tlingit, Pacific Coast Athapaskan, Oregon Athabaskan",ISO 639-3: tol,tolo1259,United States,27303,,
40.71,-74.01,40.67,-73.96,North America,United States,Northeast US,Urban Northeast,Ashkenazi New York Jews,Ashkenazic; Ashkenazim,Old Eurasia,1920; 1938; 1978; 1999; 1930-55,7.0,Warm Continental/ Humid,Dfa,,,Yiddish,Indo-European,"Indo-European, Germanic, West Germanic, High German",ISO 639-3: yid,yidd1255,United States,17610,,"Ashenazi Jewish settlers established communities along the Rhine river in Western Germany and in Northern France dating to the Middle Ages.The delicately nuanced, highly artistic Yiddish folk songs of Ashkenazi Jewish immigrants reflect the upheavals and repressions of 19th century Eastern Europe."
40.03,-75.17,39.97,-75.18,North America,United States,Northeast US,Urban Northeast,German American N E,Northern U.S Gen.,Western Europe,1931; 1954; 1950s,2.0,Warm Continental/ Humid,Dfa,,,Western Pennsylvania English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,west2919,United States,30136,,
40.71,-74.01,40.67,-73.96,North America,United States,Northeast US,Urban Northeast,Harlem 1900s,Tropical Agriculture,Warm Latitude Gardeners,1958,1.0,Warm Continental/ humid,Dfa,,,New York City English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,newy1234,United States,30061,,
40.71,-74.01,40.67,-73.96,North America,United States,Northeast US,Urban Northeast,Harlem 1920s,Tropical Agriculture,Warm Latitude Gardeners,1937,1.0,Warm Continental/ humid,Dfa,,,New York City English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,newy1234,United States,30060,,
40.71,-74.01,40.67,-73.96,North America,United States,Northeast US,Urban Northeast,Mixed New York Jews,,Old Eurasia,1960,8.0,Warm Continental/ Humid,Dfa,,,Yiddish,Indo-European,"Indo-European, Germanic, West Germanic, High German",ISO 639-3: yid,yidd1255,United States,17584,,
40.71,-74.01,40.67,-73.96,North America,United States,Northeast US,Urban Northeast,New York S Black,,,1939; 1956,2.0,Warm Continental/ Humid,Dfa,,,New York City English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,newy1234,United States,62481,,
40.73,-74.17,40.67,-73.96,North America,United States,Northeast US,Urban Northeast,S Italian Immigrant/ Calabria,,,1964,4.0,Warm Continental/ Humid,Dfa,,,Meridionale,Indo-European,"Indo-European, Italic, Latinic, Romance, Sardinian",,meri1242,United States,62522,,
40.72,-74,40.67,-73.96,North America,United States,Northeast US,Urban Northeast,S Italian Immigrant/ Campania,,,1964,1.0,Warm Continental/ Humid,Dfa,,,Napoletano,Indo-European,"Indo-European, Italic, Latinic, Romance, Italian Romance, Continental Southern Italian",,napo1241,United States,62523,,
40.81,-73.16,40.67,-73.96,North America,United States,Northeast US,Urban Northeast,Sardinian Immigrants,,,1964,3.0,Warm Continental/ Humid,Dfa,,,Sardinian,Indo-European,"Indo-European, Italic, Latinic, Romance, Southern Romance",,sard1257,United States,62524,,
40.71,-74.01,40.67,-73.96,North America,United States,Northeast US,Urban Northeast,Sephardic New York Jews,Ladino,,1961,1.0,Warm Continental/ Humid,Dfa,,,Ladino,Indo-European,"Indo-European, Italic, Latinic, Romance, Castilic",ISO 639-3: lad,ladi1251,United States,50278,,
44.91,-124.01,44.07,-124.13,North America,United States,Northwest US,Oregon Coast,Siletz,,Circum-Pacific Hunter/ Foragers,1963,1.0,Temperate Mediterranean,Csb,,,Tillamook,Salishan,Salishan,ISO 639-3: til,till1254,United States,25576,,
46.25,-114.16,44.63,-111.06,North America,United States,Northwest US,Rocky Mts,Bitterroot Salish,Flathead; Salish; Selish,Circum-Pacific Hunter/ Foragers,1950,10.0,Semi-arid Steppe/ Cold,BSk,HF-Plains,scfal253,Salishan (also known as Salish),Salishan,Salishan,,sali1255,United States,15368,,"One of the easternmost tribes of the people comprising the Salish language family. In the traditional way of life, they gathered roots from early spring through the growing season and survived the seasons and the changes that came to them in closely knit families and tribes, sharing the burdens of survival as well as the joys of  life in their dances, music, games, and all-important story-telling."
44.51,-111.17,42.89,-112.18,North America,United States,Northwest US,S E Idaho,Shoshone-Bannock,Panati,Circum-Pacific Hunter/ Foragers,1940-52,1.0,Semi-arid Steppe/ Cold,BSk,HF-Plains,scfal244,Bannock,Uto-Aztecan,"Uto-Aztecan, Numic, Northern Paiute",,bann1248,United States,11639,,"When the Northern Paiutes left the Nevada and Utah regions for southern Idaho in the 1600s, they began to travel with the Shoshones in pursuit of buffalo. They became known as the Bannocks."
32.61,-117.03,33.2,-117.37,North America,United States,S California,S California Coast,Kumeyaay,Diegueno; Tipai-Ipai: Kamia: Kumiai: Diegueño: MuttTipi,Circum-Pacific Hunter/ Foragers,1978-80,2.0,Warm Oceanic Humid Subtropical,Cfa,C-Southwestern California; I-Desert,scfal53; scfal374,Tipai,Cochimi-Yuman,"Cochimi-Yuman, Yuman, Delta-Californian Yuman, Diegueno",ISO 639-3: dih,kumi1248,United States,14521,,
32.59,-88.19,32.92,-86.98,North America,United States,Southeast US,Alabama,Alabama Black,,,1937; 1940; 1959,4.0,Warm Oceanic Humid Subtropical,Cfa,,,Southern American English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,sout3302,United States,62423,,
34.45,-85.9,32.92,-86.98,North America,United States,Southeast US,Alabama,Alabama White,,,1928; 1955; 1959,4.0,Warm Oceanic Humid Subtropical,Cfa,,,Southern American English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,sout3302,United States,62470,,
36.53,-82.71,36.53,-82.71,North America,United States,Southeast US,Appalachia,Appalachia,Country,Western Europe,1927; 1928; 1929; 1930; 1936; 1937; 1939; 1941; 1946; 1956; 1957; 1958; 1959; 1960; 1962; 1999,37.0,Warm Oceanic Humid Subtropical,Cfa,PA-Europe,scfal1107,Southern American English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,sout3302,United States,18349,,
30.08,-94.13,31.24,-99.0,North America,United States,Southeast US,East Texas,Texas Black,,,1930; 1939; 1951,5.0,Warm Oceanic Humid Subtropical,Cfa,,,Texas South English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English, Southeast American English",,texa1234,United States,62438,,
36.95,-76.37,36.95,-76.37,North America,United States,Southeast US,Hampton Roads,Hampton Roads,,,1959; 1960,7.0,Warm Oceanic Humid Subtropical,Cfa,,,Southeast American English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,sout3300,United States,62426,,
35.04,-85.32,33.78,-90.71,North America,United States,Southeast US,Mississippi Delta,Chattanooga,,,1927; 1929,2.0,Warm Oceanic Humid Subtropical,Cfa,,,Southeast American English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,sout3300,United States,62482,,
35.14,-90.05,33.78,-90.71,North America,United States,Southeast US,Mississippi Delta,Memphis Black,,Old Eurasia,1927; 1928; 1954; 1959,10.0,Warm Oceanic Humid Subtropical,Cfa,,,Southeast American English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,sout3300,United States,30063,,
34.2,-90.57,33.78,-90.71,North America,United States,Southeast US,Mississippi Delta,MS Delta Black,,Tropical Gardeners,1928; 1929; 1931; 1934; 1936; 1940; 1941; 1942; 1947; 1948; 1959; 1960; 1966; 1970; 1978; 1981,30.0,Warm Oceanic Humid Subtropical,Cfa,PA-Europe,scfal1125,Southeast American English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,sout3300,United States,24619,,"Africans were brought as slaves to Mississippi even before it became a state in 1817. White planters controlled the richest land along the Mississippi River and the economy based on the export of cotton increased the need for slaves. After the Civil War, many freedmen migrated to the Mississippi Delta and bought land there. Most lost their land in the early 1900s due to segregation, financial crises and decline of cotton prices."
34.51,-89.94,34.84,-88.76,North America,United States,Southeast US,Mississippi Hill Country,Hill Country Black,,,1959; 1960; 1967; 1978,9.0,Warm Oceanic Humid Subtropical,Cfa,,,Southeast American English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,sout3300,United States,62483,,
33.91,-94.82,32.57,-89.19,North America,United States,Southeast US,Mississippi R Valley,Choctaw,Chahta; Chactas; Tchakta; Chocktaw; Chactaw,Circum-Pacific Hunter/ Foragers,1971,2.0,Warm Oceanic Humid Subtropical,Cfa,I-Eastern,scfal349,Choctaw,Muskogean,"Muskogean, Western Muskogean",ISO 639-3: cho,choc1276,United States,13773,,"A Native American people originally occupying what is now the Southeastern United States (modern-day Alabama, Florida, Mississippi and Louisiana)."
32.53,-93.75,31.07,-92.59,North America,United States,Southeast US,N Louisiana,Shreveport Black,,,1934; 1943; 1944; 1948,4.0,Warm Oceanic Humid Subtropical,Cfa,,,Southern American English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,sout3302,United States,62444,,
36.65,-93.22,36.52,-93.21,North America,United States,Southeast US,Ozarks,Ozark,,,1959,3.0,Warm Oceanic Humid Subtropical,Cfa,,,Midland American English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,midl1243,United States,62425,,
32.45,-81.78,35.38,-80.57,North America,United States,Southeast US,Piedmont Reg,Piedmont Black,,,1928; 1942; 1957,3.0,Warm Oceanic Humid Subtropical,Cfa,,,Southeast American English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,sout3300,United States,62436,,
36.49,-79.77,35.38,-80.57,North America,United States,Southeast US,Piedmont Reg,Piedmont White,,,1926; 1959; 1963,4.0,Warm Oceanic Humid Subtropical,Cfa,,,Southeast American English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,sout3300,United States,62437,,
29.95,-90.07,31.07,-92.59,North America,United States,Southeast US,S E Louisiana,New Orleans Creole,Tropical Agriculture,Warm Latitude Gardeners,1927; 1928; 1934; 1938;,7.0,Warm Oceanic Humid Subtropical,Cfa,,,Louisiana Creole French (also known as Louisiana Creole),Indo-European,"Indo-European, Italic, Latinic, Romance, Gallo-Rhaetian, Oil, Macro-French, Circum-Caribbean French",ISO 639-3: lou,loui1240,United States,17579,,
29.69,-91.61,30.02,-92.46,North America,United States,Southeast US,S W Louisiana,Cajun,Acadiens,Western Europe,1950s,2.0,Warm Oceanic Humid Subtropical,Cfa,,,Cajun French,Indo-European,"Indo-European, Italic, Latinic, Romance, Gallo-Rhaetian, Oil",ISO 639-3: frc,caju1236,United States,19493,,"The Cajuns trace their roots to the influx of Acadian settlers after the Great Expulsion from their homeland during the French and British hostilities prior to the Seven Years' War (1756 to 1763). The Acadia region to which modern Cajuns trace their origin consisted largely of what are now Nova Scotia, New Brunswick, Prince Edward Island plus parts of eastern Quebec and northern Maine. Since their establishment in Louisiana, the Cajuns have developed their own dialect, Cajun French, and developed a vibrant culture including folkways, music, and cuisine. The Acadiana region is heavily associated with them."
30.2,-93.19,31.07,-92.59,North America,United States,Southeast US,S W Louisiana,"Lake Charles, LA",,,1934,1.0,Warm Oceanic Humid Subtropical,Cfa,,,Southern American English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,sout3302,United States,62484,,
31.22,-81.39,31.22,-81.39,North America,United States,Southeast US,Sea Islands/ Coastal Lowlands,Georgia Sea Islands,,,1959; 1960,7.0,Warm Oceanic Humid Subtropical,Cfa,,,Sea Island Creole English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, Guinea Coast Creole English, Gullah-Nevis-Antigua, Gullah",ISO 639-3: gul,gull1241,United States,62424,,
36.22,-86.78,35.59,-86.82,North America,United States,Southeast US,Tennessee,Nashville,,,1935; 1936; 1957,7.0,Warm Oceanic Humid Subtropical,Cfa,,,Southeast American English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English",,sout3300,United States,62442,,
28.65,-108.33,34.38,-112.46,North America,United States,Southwest US,Arizona,Akimel O'odham,Pima; Akimel O'otham; Akimel Oodham,Nuclear America,1941,10.0,Warm Desert,BWh,I-Desert,scfal378,Akimel O'odham,Uto-Aztecan,"Uto-Aztecan, Tepiman, Piman, Tohono O’odham",,akim1239,United States,23695,,
35.87,-110.62,34.38,-112.46,North America,United States,Southwest US,Arizona,Hopituh Shi-nu-mu,Sora; Hopi; Hopituh Shinumu,Circum-Pacific Hunter/ Foragers,1940; 1954-56,10.0,Semi Arid Steppe Cold,BSk,I-Pueblo,scfal403,Hopi,Uto-Aztecan,Uto-Aztecan,ISO 639-3: hop,hopi1249,United States,16831,,"Historically, the Hopituh Shi-nu-mu have occupied three Mesas in northeastern Arizona, surrounded by a larger Navajo reservation. Traditionally, women and men had equal power; with women having sovereignty over land, and men controlling most village decisions. In many Hopituh Shi-nu-mu ceremonies Kachinas, or supernatural beings, are invoked through intricate dances to bring rain and a good harvest."
33.86,-110.12,34.38,-112.46,North America,United States,Southwest US,Arizona,Dilzhe'e,Ndee; Western Apache: Inde: Innee: Nnēē,Circum-Pacific Hunter/ Foragers,1951; 1952; 1955; 1961; 1940-50; 1951-52;,10.0,Semi Arid Steppe Cold,BSk,HF-Plains,scfal278,Western Apache,Athapaskan-Eyak-Tlingit,"Athapaskan-Eyak-Tlingit, Apachean",ISO 639-3: apw,west2615,United States,28469,,
35.08,-108.76,34.32,-109.05,North America,United States,Southwest US,Arizona/ New Mexico,A:shiwi (Zuni),Ashiwi; Zuni,Circum-Pacific Hunter/ Foragers,1940; 1941; 1950; 1936-51,10.0,Semi Arid Steppe Cold/ Cold Desert,"BSk, BWk",I-Pueblo,scfal411,Zuni (language isolate),Zuni (language isolate),Isolated language,ISO 639-3: zun,zuni1245,United States,29371,,"The Zuni people have lived in the American Southwest for thousands of years. Their cultural and religious traditions are rooted, in large part, in the people's deep and close ties to the mountains, river ways, forests, and deserts of this ancient Zuni homeland. The A:shiwi, grouped with the Pueblo tribes, have lived in the Zuni River Valley on the New Mexico and Arizona border since 700 C.E. During the periods of Spanish and Mexican rule, they, controlled roughly 15 million acres; their reservation is now about 40,000 acres. The A:shiwi participated in the Great Pueblo Revolt of 1680. Their language is an isolate."
36.21,-110.08,37.01,-109.05,North America,United States,Southwest US,Arizona/ Utah/ New Mexico,Diné (Navaho),Navajo; Diné; Naabeehó; Navaho; Dene,Circum-Pacific Hunter/ Foragers,1949; 1961; 1963; 1969; 1940-50,15.0,Temperate Continental/ Humid,Dfb,I-Desert,scfal376,Navajo,Athapaskan-Eyak-Tlingit,"Athapaskan-Eyak-Tlingit, Apachean",ISO 639-3: nav,nava1243,United States,22243,,
32.76,-96.79,31.24,-99.0,North America,United States,Southwest US,Central Texas,Texas White,,,1924; 1929; 1930; 1933; 1939; 1940; 1942; 1959,8.0,Warm Oceanic Humid Subtropical,Cfa,,,Texas South English,Indo-European,"Indo-European, Germanic, Anglo-Frisian, Anglic, Macro-English, English, North American English, Southeast American English",,texa1234,United States,62427,,
35.63,-113.39,36.12,-113.99,North America,United States,Southwest US,Grand Canyon/ Colorado R,Hualapai,Walapai; Hwalbáy,Circum-Pacific Hunter/ Foragers,1940-50,1.0,Warm Desert,BWh,C-Colorado River,scfal102,Walapai,Cochimi-Yuman,"Cochimi-Yuman, Yuman, Pai, Havasupai-Walapai-Yavapai",,wala1270,United States,28414,,
35.63,-113.39,40.4,-116.23,North America,United States,Southwest US,Great Basin,Havsuwʼ Baaja,Havasupai,Circum-Pacific Hunter/ Foragers,1936-51,1.0,Cold Desert/  Semi Arid Steppe Warm,"BWk, BSh",I-Desert,scfal373,Havasupai,Cochimi-Yuman,"Cochimi-Yuman, Yuman, Pai, Havasupai-Walapai-Yavapai",,hava1249,United States,16600,,
40.08,-119.54,40.4,-116.23,North America,United States,Southwest US,Great Basin,S Paiute,,Circum-Pacific Hunter/ Foragers,1941; 1943; 1940-50,10.0,Semi Arid Steppe Cold,BSk,C-Colorado River,scfal97,Southern Pauite,Uto-Aztecan,"Uto-Aztecan, Numic, Ute-Southern Paiute",,sout2969,United States,24575,,
41.01,-116.01,40.4,-116.23,North America,United States,Southwest US,Great Basin,Shoshone,Shoshoni,Circum-Pacific Hunter/ Foragers,1940-52,2.0,Semi Arid Steppe Cold,BSk,C-Great Basin,,Shoshoni,Uto-Aztecan,"Uto-Aztecan, Numic",ISO 639-3: shh,shos1248,United States,25477,,
38.28,-109.01,40.4,-116.23,North America,United States,Southwest US,Great Basin,Uintah Ute,Northern Ute,Circum-Pacific Hunter/ Foragers,1940-52,2.0,Semi Arid Steppe Cold,BSk,HF-Plains,scfal273,Ute,Uto-Aztecan,"Uto-Aztecan, Numic, Ute-Southern Paiute",,utee1244,United States,62526,,
38.32,-119.64,40.4,-116.23,North America,United States,Southwest US,Great Basin,Waashiw,Washoe; Washo,Circum-Pacific Hunter/ Foragers,1940-52; 1954-64,11.0,"Temperate Mediterranean, Temperate Continental/ Mediterranean","Csb, Dsb",C-Great Basin,scfal47,Washo (language isolate),Washo (language isolate),Isolated language,ISO 639-3: was,wash1253,United States,28524,,"The Waashiw are a small tribe living in Nevada. Unlike neighboring tribes, their language belongs to the Hokan family. In 1860-62 the Paiute conquered the Waashiw and forbade them to own horses. They now depend almost entirely upon towns and ranches for employment."
34.02,-114.51,35.16,-115.52,North America,United States,Southwest US,Mojave Desert,Aha Makhav,Hamakhav; Mohave; Mojave; Hamock avi; Amacava; A-mac-ha ves; A-moc-ha-ve; Jamajabs,Circum-Pacific Hunter/ Foragers,1941,10.0,Warm Desert,BWh,I-Desert,scfal375,Mohave,Cochimi-Yuman,"Cochimi-Yuman, Yuman, River Yuman",,moha1256,United States,21594,,"Much of early Mojave history remains unrecorded in writing, since the Mojave language was not written in precolonial times. They depended on oral communication to transmit their history and culture from one generation to the next. The Aha Makhav have lived on the Colorado R. in the Mohave Valley since the 1100s. Mainly agricultural, the Aha Makhav cropped the rich silt deposited by floodwaters each spring. Their creation legend is a song cycle performed all night; its imagery is an aural map leading from the mountain where they were created to their current home."
35.04,-107.25,34.12,-106.53,North America,United States,Southwest US,New Mexico,Kawaik,Laguna Pueblo; Laguna,Circum-Pacific Hunter/ Foragers,1940,9.0,Semi Arid Steppe Cold/ Temperate Continental Humid,"BSk, Dfb",I-Pueblo,scfal406,Laguna,Otomanguean,"Otomanguean, Mixtecan, Trique, Chicahuaxtla Triqui",,lagu1250,United States,19537,,"The Kawaik are among the 21 Pueblo tribes. Centered in several villages in the northwest quarter of New Mexico, they speak a Keresan dialect. The Kawaik have occupied the same area since 1697; their Pueblo was founded later by refugees from Rio Grande Keresan villages and Acomo Pueblo members."
35.97,-106.09,34.12,-106.53,North America,United States,Southwest US,New Mexico,Kha'po Owingeh (Tewa),Santa Clara; S Clara; Kha'po; Santa Clara Tewa; Khapo,Circum-Pacific Hunter/ Foragers,1959; 1960,2.0,Temperate Continental Humid,Dfb,I-Pueblo,scfal410,Santa Clara,Kiowa-Tanoan,"Kiowa-Tanoan, Tewa",,sant1421,United States,24052,,"The Santa Clara Indian Reservation encompasses the traditional land of the Santa Clara Pueblo tribe, including its current pueblo and the Puye Cliff Dwellings. The Pueblo's traditional name is Kha'p'oo Owinge, which translates to Valley of the Wild Roses. The Santa Clara, who participated in the Great Pueblo Revolt of 1680, are known for their red and black pottery."
34.52,-105.87,34.12,-106.53,North America,United States,Southwest US,New Mexico,New Mexico Folk,,Western Europe,1946; 1950; 1951; 1961; 1947-50,11.0,Temperate Continental Humid,Dfb,PA-Europe,scfal1117,American Spanish,Indo-European,"Indo-European, Italic, Romance, Western Romance, West Ibero-Romance, Castilic, Spanish",,amer1254,United States,22430,,
35.91,-106.12,34.12,-106.53,North America,United States,Southwest US,New Mexico,P'ohwhóge Owingeh (Tewa),San Ildefenso; P'ohwhóde; San Ildefonso Tewa; Pohwhode,Circum-Pacific Hunter/ Foragers,1941,1.0,Temperate Continental/ Humid,Dfb,,,San Ildefonso,Kiowa-Tanoan,"Kiowa-Tanoan, Tewa",,sani1273,United States,24811,,"The Tewa-speaking San Ildefonso are one of the 21 tribes of the Pueblo. The San Ildefonso Pueblo, north of Santa Fe, was settled in ca. 1300 C.E. and is famous for its black-on-black pottery with its beautiful designs and distinctive glossy texture. The style was revived by the work of San Ildefonso artist Maria Martinez in the 1910's. San Ildefonso call themselves the Po-woh-ge-oweenge-- 'Where the water cuts through.'"
36.47,-105.56,34.12,-106.53,North America,United States,Southwest US,New Mexico,Taos,,Circum-Pacific Hunter/ Foragers,1941; 1958; 1960; 1980s,11.0,Semi-arid Steppe/ Cold,BSk,I-Pueblo,scfal409,Taos,Kiowa-Tanoan,"Kiowa-Tanoan, Tiwa, Taos-Picuris, Taos Northern Tiwa",,taos1236,United States,26577,,"Since ca 1200 C.E, the Taos Pueblo, a Tiwa speaking people, have lived at the base of Taos Mountain in N. New Mexico, where the Great Pueblo Revolt of 1680 was planned. In 1971, the U.S. Government gave the Blue Lake region back to the Taos tribe, the first time in U.S. history that land had been returned to a Native tribe on the basis of religious freedom."
31.81,-112.01,32.92,-112.67,North America,United States,Southwest US,Sonoran Desert,Tohono O’odham,Papago,Nuclear America,1941; 1940-50,8.0,Warm Desert,BWh,I-Desert,scfal377,Tohono O'odham,Uto-Aztecan,"Uto-Aztecan, Tepiman, Piman",ISO 639-3: ood,toho1245,United States,23420,,
43.09,-79.06,43.64,-77.93,North America,United States/ Canada,Great Lakes/ N E Woodlands,Lake Ontario,Haudenosaunee,Iroquois,Circum-Pacific Hunter/ Foragers,1941; 1945; 1950; 1957,16.0,Temperate Continental,Dfb,I-Eastern,scfal357,Northern Iroquoian,Iroquoian,Iroquoian,,nort2947,United States,17282,,"The Haudenosaunee confederacy of Mohawk, Oneida, Cayuga, Seneca, Onondaga, and Tuscarora occupied S. Ontario and Quebec, NY, PA, WI and OK, trading with E. Coast tribes. After Europeans came they maintained autonomy by joining the fur trade and playing French and British against each other. After the Seven Years' War the Haudenosaunee lost influence and were reduced to their present reservations around Lake Ontario and Wisconsin."
46.57,-84.15,47.82,-87.2,North America,United States/ Canada,Great Lakes/ N E Woodlands,Lake Superior,Ojibwe,Chippewa,Circum-Pacific Hunter/ Foragers,1909; 1952,3.0,Temperate Continental,Dfb,HF-Arctic; HF-Prairie,scfal138; scfal152; scfal199,Nuclear Ojibwe,Algic,"Algic, Algonquian, Ojibwa",,nucl1723,United States,13718,,
44.95,-68.65,47.32,-68.89,North America,United States/ Canada,N E Woodlands,Wabanahkik Reg,Wabanaki,Mi'kmaq; Maliseet; Passamaquoddy; Abenaki; Penobscot,Circum-Pacific Hunter/ Foragers,1959; 1951-59; 1952-59,11.0,Temperate Continental,Dfb,HF-odun (Unclassified Hunters & Fishers W/ O Animal Husbandry),scfal285,Algonquian-Blackfoot,Algic,Algic,,algo1256,United States,28337,,"Members of the Wabanaki Confederacy, the Wabanaki peoples, are in and named for the area which they call Wabanahkik (""Dawnland""), roughly the area that became the French colony of Acadia. In recent official statements, the Confederacy has emphasized common cause with, and acceptance of, alliances with environmental activists toward the goal of protecting their land and waters. They gained powers under the United Nations 2010 Declaration on the Rights of Indigenous Peoples (DRIP) and related treaties which major powers have signed."
48.72,-123.04,48.28,-124.51,North America,United States/ Canada,N W Coast,British Columbia/ Oregon/ Washington,Coast Salish,,Circum-Pacific Hunter/ Foragers,1952; 1962; 1978-80,12.0,Temperate Mediterranean,Csb,HF-Northwest Coast,scfal226,Central Salish,Salishan,Salishan,,cent2129,United States,24740,,"The Coastal Salish are a loose grouping of tribes with ethnic and linguistic similarities and numerous cultural and linguistic distinctions. Their traditional territories run along the northwest coast of North America and they are the only group on the west coast using a patrilineal kinship system. Elaborate Coastal Salish ceremonies held during the winter included dances inspired by spirits in dreams or trances. In their communities, performance art was treated as property to which individuals or groups acquired exclusive rights by inheritance, marriage, or purchase."
68.72,22.11,69.11,24.42,North Eurasia,Arctic Circle,N Fennoscandia,Sapmi,W Sáami,Lapps; Saami; Same; W Saami; Laplanders,Circum-Pacific Hunter/ Foragers,1955,13.0,Ice Cap,EF,AH-Siberia,scfal414,Western Saami,Uralic,"Uralic, Saami",,west2390,Finland; Norway; Russia; Sweden,19702,,"For a long time, in the Scandinavian countries, where the Sami people live, the use of the Sami languages in schools and public life was banned. Nevertheless, in the mid of the 20th century, attention was drawn to the issues of the Sami minority. The goverments became more decisive in attempts to maintain the Sami culture and traditional society through the use and exercise of Sami language in schools and the reindeer pastures' preservation.  The Saami are indigenous to Sápmi, the northern tundra rof Norway, Finland, and Sweden, and the Kola Peninsla of Russia. They're reindeer herders whose languages belong to the Uralic family. Their joik singing is comprised of nonsense words set to fixed melodies; short descriptive sentences and names are occasionally interspersed."
50.63,125.02,49.58,125.02,North Eurasia,E North Eurasia,Far N China,Heilongjiang Prov/ Inner Mongolia,Oroqen,Orochen; Orochon; Elunchun,Siberia,1980s,2.0,"Humid Continental, Subarctic","Dwb, Dwc",,,Oroqen,Tungusic,"Tungusic, Northwestern Tungusic",ISO 639-3: orh,oroq1238,China,23205,,"The Oroqen people have a unique respect toward animals, particularly the bear and the tiger. The bear is called amaha, which signifies ""uncle"" and the tiger is known as wutaqi, which is translated as ""elderly man"". They consider both of those animals their blood brothers.The Oroqen are one of the oldest ethnic groups in northeast China. Their name means people using reindeer. The Oroqen language is a Northern Tungusic language."
43.59,81.01,44.04,89.9,North Eurasia,E North Eurasia,Far N China,Jilin Prov/ Xingjiang Prov,Xibo,Sibe; Xibe; Sive,Siberia,,1.0,Semi Arid Steppe Cold,BSk,,,Xibe,Tungusic,"Tungusic, Manchu-Jurchen, Manchu-Xibe",ISO 639-3: sjo,xibe1242,China,28826,,"Arranged marriage was a common practice among the Xibo tribe. The Xibo women held low social status and had no right to inherit property. Present days, almost all the Xibo people wear Western outfit. The traditional clothing tend to be worn by elders during festivals and holiday celebrations."
