song_id,Local_lat,Local_long,Homeland_lat,Homeland_long,culture_id,Audio_notes,Duration,Archival_source#,Song,Genre,Song_notes,Performers,Instruments,Gender of Vocalists,Lyrics,Recorded_by,Year,Publisher,Publcation_collection,Repository
936,43.54,-6.53,,,10973,,0:02:01,7D9.A4,Dancitas or Gal.legada,Vaqueiro Song; Cowherders song; Dance Song,Vaqueiro dance song,"Carmen Ardura Jaquete, Rogelia Gayo, Balbina Gayo, Julia Segurola, tambourine, castanets, struck frying pan (payel.la)",4 Females; Tambourine; Castanets; Struck Frying Pan (Paella),Women,,Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
937,43.53,-5.66,,,10973,,0:01:37,7D7.A7,Non recuento les oveyes,Asturianada; Love Song,"Love song, asturianada, I Don't Count the Sheep","José González Cristóbal 'El Presi', voice",Male Voice,Men,"Non recuento les oveyes
nin miro pa otres pastores, 
llevo puestu en pensamientu
la prenda los mios amores. 

Cadena d’amor m’echaron,  
non la puedo desatar,    
porque me tien prisioneru  
l’amor en esti l.lugar. 

¡Ay, si pudiera,  
conmigo la subiría  
y pastora la fixera! 

Translation:

I don’t count the sheep,
nor do I look at other shepherds,
in my thoughts I carry
the gift of my love.

They tossed me the chain of love,
I can’t detach it, 
for love is holding me captive
in this place.

Ah, if I could,
I’d bring her up with me
and make her a shepherdess!",Alan Lomax,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
1273,43.53,-5.66,,,10973,,0:00:44,7D9.A8,"Madre, yo quiero a un mineru",Asturianada; Love Song,"Love song, asturianada, Mother, I Love a Miner","José González Cristóbal 'El Presi', voice",Male Voice,Men,"Madre, yo quiero a un mineru  
de la mina d’El Fondón,   
pues anque’l carbón ye negro,  
les pesetes non lo son.

Translation:

Mother, I love a miner 
from the El Fondón mine, 
since even if the coal is black, 
the pesetas [unit of money] aren’t.",Alan Lomax,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
2081,43.3,-4.81,,,10973,,0:00:51,7D9.B4,José es carpintero,Lullaby,"A lullaby. The singer is an old woman who is simultaneously churning butter by shaking milk inside a ""vexigu"", an inflated  animal skin. The title translates to ""Joseph Is a Carpenter.""","Aurelia de Caso Rodríguez, voice and work sounds","Female Voice, work sounds",Women,"Este niño tiene sueño,     
no tiene cama ni cuna.            
San José, que es carpintero,        
dice que le va a hacer una.        

Adurmécite nenín,                  
mira que vien el cocón                
y que viene preguntando        
donde está el niño llorón.   

Repeat first stanza. 

Translation:

This baby is sleepy, 
he has no bed nor cradle.
Saint Joseph, who is a carpenter, 
says he is going to build one for him. 
Go to sleep, little one, 
see, the bogeyman is coming, 
and he’s coming to ask 
where is that baby who’s crying?",Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
9271,43.11,-5.65,,,10973,,0:01:19,T715.1; WFS6.24,En picando y en forrando,Ayerano (from Ayer/Aller),"Ayerana, from Ayer/Aller; melismatic virtuoso a capella song; this one about a miner's work","Carlos Fernández Solis ""Carlitos él de Murias"" , voice",Male Voice,Men,"En picando y en forando              
y en poniendo la maera                 
y en chando’l carbón el guah.e     
yá puedo salir pa fuera.                 

Translation:

Picking and drilling
and setting up the wood [_en platforms],
and when the assistant tosses the coal [down the ramp)
then I can go out.",Alan Lomax with Jeannette Bell,1952,ACE Online Archive 2012,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
9351,43.11,-5.65,,,10973,Old audio file # T9517R33,0:01:41,7D12.A7; CHB4A1.17,Adios La Mio Vaca Pinta,Vaqueiro Song; Asturianada; love song,"Asturianada, performed by a vaqueiro with glottal shake. The title translates to ""Goodbye, My Spotted Cow.""","Carlos Fernández Solis ""Carlitos él de Murias"" , voice",Male Voice,Men,"Adiós, la mía vaca pinta,
Adiós, la mía vaca pinta,
La de los torcíos cuernos,
La de los torcíos cuernos.
Adiós pueblín de Collanzo,
Adiós vega de San Pedro.

Pretendí el casar contigo,
Pretendí el casar contigo,
Non lo quexo mía fortuna; 
Mañana me voy soldeu,
Pena no llevo dalguna.

Translation:

Farewell, my little spotted heifer
With the crumpled horns.
Farewell, little village of Collanzo,
Farewell, meadows of San Pedro. 

I had hoped to marry you,
But I won’t complain of my luck.
Tomorrow I become a soldier
And I will grieve for no one.",Alan Lomax with Jeannette Bell,1952,Columbia Records,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
2080,43.3,-4.81,,,10973,Same as T5471R23,0:01:27,7D9.B2,"Corri, Corri ",Romance-ballad; Dance Song; Ritual Song; Fertility Song, An ancient fertility dance. Text recounts a miracle involving the Virgin Mary and a shepherd. The male lead dancer/guide for the dance is called the baillín; he dances facing five to eight women.,"Carmen Prieto, María Teresa Martínez, Josefa Moradiellos Cifuentes, Leonor Cuervo, Aurelia de Caso Rodríguez, Fernanda Ardínez García, Trinidad Gutiérrez, Ángela Mestas López, Dolores Antonio Niembro, Manuel Otero: voices, drum, tambourine, dance","9 Female Voices, 1 male dancer, 3 Tambourines; Drum",Women,"Vi que bajaba de un cerro,   
cuando a las tres de la tarde  
vi que bajaba de un cerro  
una hermosa peregrina   
con un infante pequeño.  

Refrain: Válgame Nuestra Señora,  
válgame la Madre Santa.  
Válgame Nuestra Señora,  
Nuestra Señora me valga.   

Con un infante pequeño,  
con un báculo en la mano,  
su madre un rosario al cuello  
bordado de quince rosas  
divididas en tres tercios.

Su madre un rosario al cuello, 
y vi que se iba acercando  
donde el pastor tenía el puesto.  
—Pastor, el cielo te guarde    
por Dios y su madre quiero.    

Translation:

I saw [her] coming down the hill, 
when at three o’clock in the afternoon,
I saw [her] coming down the hill 
a beautiful pilgrim, with a small child.
Refrain: Protect me, Our Lady Virgin, protect me, holy Mother, protect me, Our Lady Virgin, may our Lady protect me.
With a small child, with a staff in her hand, 
his mother, with a rosary around her neck, 
embroidered with fifteen roses divided into three groups.
His mother with a rosary around her neck, 
and I saw her coming closer, 
where the shepherd was sitting. 
“Shepherd, may heaven watch over you,
 so I wish, by God and his Mother.”",Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
658,43.03,-1.91,,,11804,Old audio file # T5462R24,0:00:55,"7D6.A10, first song; CHB4B2.29",Bentara Noa,"Artaxuriketa -corn-shucking song, group work song",First of three short songs sung at this session by young girls while gathering  for a corn shucking bee.,"Andresa Ariztimuño (Apezenea), Mikaela Ariztimuño (Apezenea), Engrazia Ariztimuño (Etxeberria), Maria Josefa Araniguria (Maisuenea), Txarito Araniguria (Maisuenea), Rosario Zabaleta (Baztarrika): voices",Girls' Voices,Girls,"Bentara noa, bentatik nator./ Bentan det nik nire gogoa.
Hango arrosa klabelinetan. / Hartu det nik amodioa.

Zu eder eta ni galant eta / Ederretan det nik nire gogoa.
Ederrenetan galantena da / Kattalin presentekoa.

Honek amorez behar emen du / Bera den bezalakoa.
 Bera ona da ta hobia luke. / Martintxo Aizarrenekoa.


Translation:

I’m going to the Venta, I’m coming from the Venta,
in the Venta I have my thoughts.
Between the roses and carnations there, I have my love.
You are beautiful and I’m a gallant,
among the beautiful ones I have my thoughts.
The most elegant among the most beautiful,
Kattalin here.
She’d need a love / similar to her.
She’s good, and would prefer / Martintxo, the one from Aizarrenea.",Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
659,43.13,-2.07,,,11804,,0:01:22,7D6.B3,Santa Ageda,"Saint's song, house visit song","Traditionally sung on the eve of St. Agatha's Day (Feb 4), when groups of young men go from house to house singing for drinks and money.",Unidentified male voices,Male Voices,Men,"Dios te salve, jende noblia  / gabon jainkuak direla.
Legearekin kunpli dezagun  / Santa Ageda Bezpera.
Ospatu (de)zagun Ageda Deuna. / Bihar da Deun Ageda.
Ohitura ona piztutzearren, / honera etorri gera.
Dios te salve, jende nobla . . .
Koplatu nahiz zahar eta gazte / gabiltz gogoz atez, ate,
etxe honetan zorion hutsa, / betiko izan dezaten.
Dios te salve . . .
Oparitxua hartu degu ta / orain abia gaitian.
Ongi bizi izan urte askotan, / agur ikusi artian.

Translation:

God save you, noble people, / these are holy nights.
Let’s fulfill the law, / the fiesta of Saint Agatha.
Let’s celebrate Saint Agatha, / tomorrow is Saint Agueda’s Day,
to revive the tradition / we’ve come here.
God save you . . .
Singing old and young, we come happily from door to door,
may you be happy in this house / always.
We’ve received our gifts and / now we’re leaving.
Enjoy life for many years / till we see [each other] again.",Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
660,43.32,-2.42,,,11804,,0:02:01,7D6.B4,Neuk alboan daukat / Aitita dala Tutulumendi / Neure umia lo ta lo,Hiru Lo-Kanta - Lullabies,Three short lullabies sung by a fisherwoman; cradle heard in background,Unidentified woman,Female Voice,Women,"(1) Neuk alboan daukat / papardu hau baino.
Maite go zaitudala zu. 
Neure maite arru (e)ta arru,  / gaur zoaz (e)ta bihar erdu.
Lo, lo, lo.

Translation:

With me I have / this beautiful little boy.
I love you so much / my love, ro, ro,
today you leave and you come back tomorrow. 
Sleep, sleep, sleep.

(2) Aitita dala Tutulumendi. / Amuma dala masusta.
Aita joan da Gasteizera. / Ama bidean galduta.
Lo, lo.

Translation:

Grandfather is Tutulumendi, 
Grandmother’s a sweetie [lit. blackberry],
Daddy’s gone to Vitoria / and Mommy’s lost her way.
Go to sleep, go to sleep.

(3) Neure umia lo ta lo / zeuk orain neuk gero. 
Biok batera lo egiteko,  / etxian inor ez dago, lo, lo.
Egizu lolotxu, lolotxu [spoken] , lo, lo, lo, lo

Translation:

My little child sleeping, sleeping, you sleep now, and I will later.
There’s no one[else] at home. 
Then we’ll both sleep. Lo, lo, dream a little dream.
[spoken], Sleep, sleep...",Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
865,43.13,-2.07,,,11804,,0:01:52,7D6.B10,Ameriketan ez dakizute ,Bertso: Improvised Song of the Basque Bertsolari - Song-Poets,"Bertsos - improvised verses sung by Ignacio Eizmendi ""Bassari"", celebrated Basque bertsolari. Zortziko handia meter","Ignacio Eizmendi ""Bassari"", applause",Male Voice; Clapping,Men,"Ameriketan ez dakizute / lur maite honen berri
txoko hau zer dan zuri erakusten
gaur hasiko da Basarri.
Maitasun onez anai guztiak / segitzen dute alkarri
jatortasunik nahi badezute / Ondarruara etorri.

Alde guztitik soro eta baratz / basoa eta mendia,
metro guztira ikusi leike / itsaso zoragarria.
Hemen handikan jaten dutela / eguneroko ogia.
Txoko maiterik inun badago / Ondarroako herria.

Translation:

In America you don’t have / news of this beloved land,
what this little corner is
today Basarri will begin to show you.
With all their love, all the brothers stay together.
if you want authenticity come to Ondarroa.

Gardens and fields everywhere, woods and mountains,
from each place you can see the marvelous sea.
From here and there they eat their daily bread;
if any truly precious place exists, that place is Ondarroa.",Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
910,43.14,-1.52,,,11804,Old audio file # T5462R20,0:02:05,7D6.A2,Kaila Kantuz,Love song,"A Basque love  song, ""The Quail Sings.""","Mariano Izeta, voice",Male Voice,Men,"Kaila kantuz ogipetik 
Uztaila agorriletan. [2x]
Maitiagandik etxerakuan
Entzun izan dut bortzetan,
Amodioak bainerabilkan
Haren bortaño lehiotan. [2x] 

Bazterretik bazterrera,
Oi munduaren zabala! [2x] 
Ez dakienak errango luke
Ni alegera naizela:
Hortzetan dizdiz irriak eta
Bi begietan nigarra. [2x]
 
Translation:

In July and August sings / the quail in the wheat fields, I’ve heard it more than a few times, a coming back from the house of my beloved, to whose door / love brought me. How immense is the world / from end to end! Who didn’t know better would say / that I’m happy: I wear a smile on my teeth, / but a lament in my eyes.",Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
938,43.08,-2.75,,,11804,,0:01:20,7D6.B14,Porrusalda/Arin-Arin,Porrusalda/Arin-Arin: dance song related to jota,"Performed by a young woman (voice + tambourine) and her brother  on the Basque alboka, a kind of double-horned single-reed pipe","Arantza Goikoetxea, voice and tambourine; Andoni Goikoetxea, alboka","Female voice, alboka, tambourine",Women,"Bigarrena da(go) eta lehen-lehenengoa [2x]
Iantzan egingo leuke eukiko gogoa.
Ai, ai, ai, eukiko gogoa,
Ai, ai, ai ta nik lehenengoa.

Txapel azulek eta barradunek frakak, [2x]
Zeanurin be badagoz mutilek galantak,
Ai, ai, ai, mutilek galantak,
Ai, ai, ai, barradunek frakak.

Despediria da(e)ta ibili kontuen. [2x]
Akabetara noa hurrengo puntuen.
Ai, ai, ai, hurrengo puntuen,
Ai, ai, ai, despediria da.

Translation:

This is the second of the first, [2x] /Ay, ay, ay, if I felt like it,
Ay, ay, ay, I’d be the first one.
Blue caps and striped pants, [2x]
In Zeanuri there are fine lads, / Ay, ay, ay, fine lads,
Ay, ay, ay, striped pants.
This is the farewell, and keep it in mind [2x]
I’ll finish with the next line, Ay, ay, ay, with the next line,
Ay, ay, ay, this is the farewell.",Alan Lomax with Jeannette Bell,1952,Westminster; Rounder,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
939,43.03,-1.91,,,11804,Old audio file # T5462R23,0:01:57,7D6.A8,San Juan Bezpera,"St Jean's Eve, house visit song","Song for St. John's Eve, house visit song incorporating compliments to the master of the house",Unidentified men,Male Voices,Men,"Alabatua, bedeinkatua, / sakramentu santua.
Alabatua izan dedila, / berorren izen santua.
Gaur San Juan bezpera, / bihar San Juan Batiste,
Jesukristoren lengusuagaz / San Joan Ebanjeliste.
Han goien goien izarra, / erreka ondoan lizarra,
Etxe hontako nagusi jauna / urre gorrizko bizarra.
Urre gorrizko bizarra eta / zilarrekoa espalda,
Erreal txikiz eginik dauka / elizerako kaltzada.
Armarioan sague, / kontrarioa katue,
etxe hontako limosnarekin / ez de(g)u beteko zakue.
 Ia! Gabon! Gabon jauna! Iaaaaaa!

Translation:

Praised, blessed be the holy sacrament, the holy name.
Today is St John’s Eve, tomorrow St John’s Day,
Christ’s cousin, St John the Evangelist.
Up high is the star; next to the river is an ash tree.
The master of this house has a golden beard.
His beard is gold and his back is silver.
He’s had the road to the church / paved with small reales [coins].
A mouse in the cupboard, / and in the one opposite, a cat,
in this house, with alms, / we won’t fill even one bag.
Good night! Good night, Sir!   ",Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
2797,43.32,-2.42,,,11804,,0:00:49,7D6.B8; WFS3.62,Koadrila batzen gara,"Gathering recreational song, fisherwomen's lives","Fisherwomen sing about details of their lives, with an allusion to Basque life in California",Unidentified women,Female Voices,Women,"Koadrila batzen gara / zubizaharren azpian 
goazen itsas bistara / kamino berrian. [all repeated]

Mendebal norteko haize / ipar pikarua,
Horrek ematen digu, / sarri endredua.
Tre(sna)otzaria emon Mertxedes, mesedez. [3x]
Baina ardurarikan ez.

Kalifornian daukat beste bat berria, [3x]
Lorentxo begi zurixe.
Isidora, txa, txa [2x], / ama, atera eizu otzaratik kanpora.

Translation:

We get together, our crowd, beneath the old bridge.
Let’s go where you can see the sea, by the new road.
The northwest wind, the roguish north,
it brings us confusion, frequently.
Pass me the tool basket, Mercedes, please, [3x]  
but there’s no hurry.
I have another new one in California, [3x]    
Lawrence of the blue eyes.
Isidora, cha, cha. . . . [2x], Mother, take it out of the basket.",Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
2798,43.18,-1.45,,,11804,Old audio file # T5462R21,0:01:15,7D6.A5,"Xo, Xo, Mariaño","Comical song, drinking song",A rural couple from Erratzu sing a song about a drunken husband coming home.,"Jose Fagoaga, Maria Fagoaga",Male Voice; Female Voice,Mixed adults,"Xo, xo Mariaño,
mozkorrak jinda naun gaur
Katuak miau,
zakurrak riau,
arnuak huntara ekarri nau.
Katuak miau,
zakurrak riau,
zer mila deabru ote duk hau?
 
Xo, xo, Mariaño,
Mozkorrak jinda naun gaur
Ailegatu naizela etxera.
Katuak, miauka,
zakurrak riauka
oilarrak pikoka,
astoak puzkaka,
ta andriak beti ezpalaz mintzo:
Gizon gokina, non habil?

Translation:

Hey, hey, Maria, today I get home completely drunk,
The cat’s meowing, the dog’s barking,
the wine’s laid me low.
The cat’s meowing, the dog’s barking,
What the devil’s going on?

Hey, hey, Maria, today I get home completely drunk,
The cat’s  caterwauling, the dog’s yapping.,
The rooster’s pecking, the donkey’s braying,
And the woman always finding fault:
“Hey, you bum, where are you?” ",Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
2799,43.14,-1.52,,,11804,,0:02:56,7D6.A3A; CHB7B2.19,Ai Hori Begi Ederra + Eleizatikan konbenturaino,Two songs: a love song and a festive dance-song,"Informal performance of two arrangements of well-known folk love songs, by one of the finest Basque choirs, under the direction of Juan Erazu.","Elizondo choir, Director Juan Eraso",Male Voice; Voices,Men,"1. Ai hori begi ederra! / Iduritzen zait eperra
Gauza hoberikan zer da.
Ointxo polita zapata eder. [2x]
Txorkatila guztiz fina, / jantzi ederki egina,
Oihala modako fina,
ai, neretzako bazina. [2x] 

Translation:

Oh, how beautiful your eyes are! [2x]
There is nothing more beautiful for me.
Beautiful little foot, beautiful shoe,
fine ankle, elegant robe, fine weave.
Ah! If you were only for me! [2x]

2. Eleizatikan konbenturaino
egin (du)zute dantzara. [2x]
Azkeneko eguna da eta,[3x]
goazen guztiok dantzara.

Txin txin txilibitu soinua, 
txin txin txilibitu danbolin. [2x] 
Kattalin nere maitea.
Horrela bizi bagiña beti
ondo giñake Kattalin. [2x] 
Kattalin, Kattalin maitia!
Kattalin, Kattalin neure maitia!                                                           ",Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
9143,43.32,-2.42,,,11804,,0:00:37,7D6.B6; CHB1B2.11,Ikusten degu,Middle section of a popular Basque song often sung in choir,"Male voices, introductory solo voice on original tape is not heard here.",Imanol Lertxundi and unidentified men,Male Voices,Men,"Ikusten degu goizean / eguna argitzen danean
mendi puntatxu batian, / etxe zuritxo, zuri polit bat.
Lau haitz handiren erdian, / iturritxo bat aurrean,
txakur txikia atean. / Hantxen bizi naiz bakean.
Badet andrea, badet semea, / alaba ere badet nik.
Osasun ona batetik, / ontasun aski bestetik.
Zer gehiago behar det nik?

Translation:

We see in the morning / when the day dawns,
on the mountain top.
The little white house, a fine little white one,
Between four large rocks, with a small well in front,
and a little dog at the door; there I live in peace.
I have a wife, I have a son, I also have a daughter,
I have my health, and enough possessions;
What more could I ask for?",Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
940,43.16,-4.61,,,25994,,0:01:30,7D9.B6,"Taranda, Taranda, Tarandito","Christmas Song; Carol, Villancico",Christmas carol,"Araceli Garrido, Carmen Gómez, María de los Angeles (Angelines) Soberón: voices, tambourine, small castanets",3 Female Voices; Tambourines; Castanets,Women,"Tarandá, tarandá, tarandito,
tarandito, tarandá, 
Yo quiero ver a ese niño,
que ha nacido en un portal 
tararalá, tararalá.....
Entrad, pastores, entrad,
entrad, zagales, también
en el portal de Belén
al niño Dios a adorar.
Entrad, entrad, al niño Dios a adorar,

Translation:

Tarandá, tarandá, tarandito....
Yo quiero ver a ese niño,
que ha nacido en un portal,
lalaralá, laralalá, laralaláTarandá tarandá tarandito…
I want to see this child,
born in a doorway,
tralala…
Enter, shepherds, enter,
enter, young lads, too, 
in the doorway of Bethlehem,
to worship this child.
Tarandá…
I want to see this child
born in a doorway, tralala….",Alan Lomax,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
9121,43.09,-4.4,,,25994,,0:02:07,7D9.B9; CHB1A2.19,Rogamos al Señor Cura: Picayos a San Cosme y San Damián,Dance Song; Festival Song; Saint's Song,Sung and danced while carryiing patron saints of the village through the streets on their fiesta day,"Unidentified village women: mortar and pestle (almirez), tambourine, castanets","Women's Voices; Mortar and pestle (almirez), Tambourine; Castanets",Women,"Rogamos al señor cura
nos conceda su licencia
para venerar los santos,
orgullo de nuestra Iglesia.
Que por su amor a la fe
fueron mártires de aquélla,
san Cosme[s] y san Damián
dan ejemplo de firmeza,

Desde niños siempre fueron
firmes en su voluntad,
y la doctrina de Cristo
siguieron con loco afán.
Y la doctrina de Cristo
siguieron con loco afán.

Con mucha perseverancia 
consiguen una carrera;
son dos médicos famosos,
limpian las llagas y penas.

Translation: 

We ask the priest to give us permission
to worship the saints, the pride of our church.
For their love of the faith they were its martyrs,
Saint Cosmus and Saint Damian give examples of strength.
From childhood they were always firm in their will
and followed the doctrine of Christ with unwavering determination.
With great perseverance they found their vocation,
they are two famous doctors, and clean wounds and sorrows.",Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
9366,43.46,-3.81,,,25994,Old audio file # T9521R26,0:01:33,7D9.B8; CHB4A5.14,"Dime donde vas, morena (La fuente de Cacho)",Love Song,"Love song, also used as sports team song, and was used as, with different words, as a Spanish Civil War song","Three unidentified girls, 1unidentified male: voices",Mixed Voices,Girls; Men,"Dime donde vas, Morena,
dime donde vas, salada, 
dime donde vas Morena 
y a la dos de la mañana

Voy a la fuente de Cacho  y a por un ""jarrucu"" de agua 
que  me han dicho que es muy bueno
beberla por la mañana
Dime… 
Voy al jardín de Valencia
y a decirle al jardinero
que me dé una rosa blanca
que en mi  jardin no la tengo.
Dime…  

Translation:

Tell me where you’re going, dark maiden,
tell me where you’re going, pretty one,
tell me where you’re going at 2:00 in the morning.
I’m going to ""Cacho’s fountain"", for a little jar of water,
since they’ve told me it’s good to drink [the water] in the morning.
Tell me where…
I’m going to the Valencia garden to tell the gardener
to give me a white rose; there aren’t any in my garden.
Tell me where….",Alan Lomax with Jeannette Bell,1952,Westminster,"Spanish Recordings, ACE Online Archive","Alan Lomax Collection, American Folklife Center, Library of Congress"
639,39.57,20.76,,,16083,Also found digitally on CN1.13,0:05:28,7C23.A6; WFS8ALT.13,Marko Botzaris ,Lament; Topical Song; War Song; Historical Song; Heroic Song,"Klephtic song, a lament for Marko Botzaris, a hero of the Greek War of Independence, famed for the defence of Missolonghi, 1822-23","Male solo, lute, clarinet, woodwind ensemble","Male Voice; Lute; Clarinet, Woodwind Ensemble",Men,,James A. Notopoulos   ,1952-53,Smithsonian Folkways,"Folk Music of Greece. Ethnic Folkways Library FE 4454, 1955","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress"
640,39.57,20.76,,,16083,,0:05:57,T6684.B1,Lene Botzaris,Ballad; Heroic Song,"Ballad derived from older heroic folksong, ephasis on melody over text, basic details of heroic text have faded, leaving only the fame of the heroine","Male solo, guitar, clarinet, woodwind ensemble",Male Voice; Guitar; Clarinet; Woodwind Ensemble,Men,,James A. Notopoulos   ,1952-53,Smithsonian Folkways,"Modern Greek Heroic Oral Poetry. Folkways Records FE 4468, 1959","Ralph Rinzler Folklife Archives and Collections, Smithsonian Center for Folklife and Cultural Heritage. http://www.folklife.si.edu/archive; Copy in Alan Lomax Collection, American Folklife Center, Library of Congress"
616,44.4,8.94,,,19922,Formerly T184.1,0:04:14,T196.1,U rusignö,Trallalero,"Trallalero, whose parts are: tenore, falsetto, chitarra, baritono, and bassi.Polyphonic singing in western Liguria is not dissimilar to the Trallalero of the port of Genoa. An agrarian landscape, the songs were song by men working in the fields, who also gathered in formalized singing groups. The style is characterized by the prominent role of bass-drone singers.","Chorus of stevedores: tenore, falsetto (lead), donna, chitarra, baritono, and bassi",Male Voices,Men,,Alan Lomax,1954,ACE Online Archive 2012,"Italian Collection, Association for Cultural Equity","Alan Lomax Collection, American Folklife Center, Library of Congress"
945,44.4,8.94,,,19922,Formerly T184.4,0:04:06,T196.4,Fisherman's Song,Trallalero; Fishermens' Song,"Trallalero, whose parts are: tenore, falsetto, chitarra, baritono, and bassi. Polyphonic singing in western Liguria is not dissimilar to the Trallalero of the port of Genoa. An agrarian landscape, the songs were song by men working in the fields, who also gathered in formalized singing groups. The style is characterized by the prominent role of bass-drone singers.","Chorus of stevedores: tenore, (lead), donna, chitarra, baritono, and bassi",Male Voices,Men,,Alan Lomax,1954,ACE Online Archive 2012,"Italian Collection, Association for Cultural Equity","Alan Lomax Collection, American Folklife Center, Library of Congress"
946,44.4,8.94,,,19922,Old audio file # T946; Formerly T184.2,0:02:43,T196.2,La partenza,Trallalero,"Trallalero, whose parts are: tenore, falsetto, chitarra, baritono, and bassi.Polyphonic singing in western Liguria is not dissimilar to the Trallalero of the port of Genoa. An agrarian landscape, the songs were song by men working in the fields, who also gathered in formalized singing groups. The style is characterized by the prominent role of bass-drone singers.","Chorus of stevedores: tenore, (lead), donna, chitarra, baritono, and bassi",Male Voices,Men,"La partenza da Parigi –
Sta per andare sino a Livorno
E camminando di notte e di giorno
Oh bella, io sto pensando sempre a te.

Translation:

The departure from Paris / It’s about to leave for Livorno [Leghorn]. / And traveling night and day / Oh beautiful one, / I think always of you.",Alan Lomax,1954,ACE Online Archive 2012,"Italian Collection, Association for Cultural Equity","Alan Lomax Collection, American Folklife Center, Library of Congress"
9322,44.4,8.94,,,19922,Old audio file # T9322,0:03:51,T439.A5; CHB3A3.16,Imitazione Trallalero (Typical Bass Part),Trallalero,"Demonstration of trallalero parts. Polyphonic singing in western Liguria is not dissimilar to the Trallalero of the port of Genoa. An agrarian landscape, the songs were song by men working in the fields, who also gathered in formalized singing groups. The style is characterized by the prominent role of bass-drone singers.",Male Trallalero singers,Male Voices,Men,,Alan Lomax,1954,ACE Online Archive 2012,"Italian Collection, Association for Cultural Equity","Alan Lomax Collection, American Folklife Center, Library of Congress"
9261,44.4,8.94,,,19922,,0:00:38,T437.2; WFS1B.14,Dove vai andando,Trallalero,"Polyphonic singing in western Liguria is not dissimilar to the Trallalero of the port of Genoa. An agrarian landscape, the songs were song by men working in the fields, who also gathered in formalized singing groups. The style is characterized by the prominent role of bass-drone singers., whose parts are: tenore, falsetto, chitarra, baritono,and bassi.  ","Chorus of stevedores: tenore (lead), donna, chitarra, baritono,and bassi",Male Voices,Men,,Alan Lomax,1954,ACE Online Archive 2012,"Italian Collection, Association for Cultural Equity","Alan Lomax Collection, American Folklife Center, Library of Congress"
