society_id,Society_latitude,Society_longitude,Homeland_latitude_of_diasporic_peoples,Homeland_longitude_of_diasporic_peoples,Area_latitude,Area_longitude,Region,Division,Subregion,Area,society,alternative_names,People,People_alternative_names,People2,People3,Preindustrial_Style_clusters,Focal_years,Koppen_climate_terrain,Koppen_code,Preindustrial_Subsistence_taxon,Taxon_id,cantometrics_samplesize,minutage_samplesize,parlametrics_samplesize,phonotactics_samplesize,Language,ISO6393,GlottoID,LevelGlottoID,LangLevParent,FamilyLevGlottocode,Country,Country_id,Society_summary,Notes_1,Notes_2,Culture Sources
30080,-12.29,135.34,,,-12.62,135.44,Australia,Northern Territory,Arnhem Land,N E Arnhem Land,Yolngu,"Yan-nhaŋu, Djinang, Djinba, Djaŋu, Dangu, Rembarrnga, Ritharngu, Dhuwal, Dhuwala People, Yirrkala",Yolngu Peoples,,,Indigenous Australians,Circum-Pacific Hunter/ Foragers,1948; 1949; 1962,Tropical Savannah,Aw,,,5.0,,,7.0,Dhuwal,,dhuw1249,language,dhuw1249,pama1250,Australia,,"The Yolngu are an aggregation of aboriginal Australian people living in north-eastern Arnhem Land of the Northern Territory of Australia. Yolngu means “person” in the Yolngu language. They belong to kinship groups divided into two moieties, the Yirritja and the Dhuwa. Each moiety owns their own lands and has their own language, totems, and worldview. If a man is Yirritja he must marry a Dhuwa woman. Children belong to their father’s moiety. Each moiety owns its own land and everything in the natural world belongs to one or the other moiety.",Language dhuw1249 may not apply to every song assigned to this society. -SS,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiYolngu @Glottodhuw1249 @Lomax1961-62Phonotactics
30073,-12.34,133.34,,,-11.59,133.58,Australia,Northern Territory,Coastal & Island West Arnhem,Arafura Sea,Kunwinjku,Gunwinggu; Bininj Gunwok; Mayali,Goulburn Islanders,,,Indigenous Australians,Circum-Pacific Hunter/ Foragers,1948; 1961-62,Tropical Savannah,Aw,,,5.0,,,4.0,Bininj Kun-Wok,,gunw1252,language,gunw1252,gunw1250,Australia,,Kunwinjku land lies in the area famous for traditional Aboriginal rock art. Artists belong to clans and visually represent the ancestral creation stories or ‘Dreamings’ of their clan. Each clan has an estate where they hunt and gather edible plants and other necessities. Ancestral beings are believed to have created the features of the land. Spirits that animate an individual’s life reside there and at their death the spirit goes back to a Dreaming place. ,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottogunw1252 @WikiGunwinggu @Lomax1961-62Phonotactics
11078,-12.86,130.74,,,-13.55,130.38,Australia,Northern Territory,N Coast,Victoria Daly Reg,Wadjiginy,Amijangal; Worgite; Waggait; Wagatsch; Worgait; Wadjiginy; Wogait,Wadjiginy,,,Indigenous Australians,Circum-Pacific Hunter/ Foragers,1948; 1961-62,Tropical Savannah,Aw,C-Australia,scfal17,5.0,5.0,,,Wadjiginy,ISO 639-3: wdj,wadj1254,language,wadj1254,ISOLATE_wadj1254,Australia,,"The Wadjiginy, also historically called as the Wogait, are native Australian people of the Northern Territory. ""The term Wogaitj (also spelt Waugeit and Worgait) (from the Batjamalh word wagatj, meaning ‘beach’) generally referred to a grouping of people encompassing various language groups whose traditional country lay along the coast to the south of the Cox Peninsula, including speakers of Batjamalh, Kiyuk, Emmi/Mendhe and Marri Ammu/Marri Tjevin."" (Barwick and Marrett) The Wogait are hunter-gatherers who hunt kangaroos, wallabies, emus, bustards, and other large game along with small animals like lizards. Children are taught skills through playing games and joining adults in hunting and gathering activities.",,,@Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottowadj1254 @Ethnowdj @WikiWadjiginy @BarwickMarett2011AuralSnapshots @Lomax1966-72Minutage
30074,-14.25,129.54,,,-14.25,129.51,Australia,Northern Territory,N Coast,Wadeye Area,Magatige,Maritige; Muringata; Muringe; Berinken; Berinkin; Berringin; Brinken; Brinkan; Mati Ke ,Magatige,,,Indigenous Australians,Circum-Pacific Hunter/ Foragers,1948,Tropical Savannah,Aw,,,5.0,1.0,,3.0,Maringarr-Matige,,mari1418,family,NA_ASSIGN_ONCE_FAMILY-LEVEL_GLOTTOCODE_IS_RESOLVED,west2434,Australia,,"The Magatige people are aboriginal Australian people. Their ancestral lands are located in the Wadeye region in the Northern Territory. ""The grouping term Brinken (Brinkin) was used to describe language groups... from the Moyle River south to the Fitzmaurice, including speakers of Magati Ge, Marri Ngarr and Murrinh-patha, amongst others."" (Barwick & Marett) The Magatige's native language is in danger of extinction. The Magatige live along a coastal strip on the north side of Port Keats in Australia near the Moyle River swamplands. The area is inundated seasonally and has an abundance of fish and bird species. ",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottomari1418 @WikiMatiKe @BarwickMarett2011AuralSnapshots @Lomax1966-72Minutage @Lomax1961-62Phonotactics
30098,-9.92,144.05,,,-9.44,142.61,Australia,Queensland,Torres Straits,Northwestern Islands,Saibai Islanders,,Torres Strait Northwestern Islanders,,,Indigenous Australians,Warm Latitude Gardeners/ Foragers,1961,Tropical Savannah,Aw,,,5.0,,,,Kala Lagaw Ya,ISO 639-3: mwp,kala1377,language,kala1377,pama1250,Australia,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottokala1377 @Ethnomwp @WikiSaibaiIsl
21946,-9.92,144.05,,,-9.92,144.05,Australia,Queensland,Torres Straits ,Mer Island,Murray Islanders,Mer,Meriam Peoples,,,Indigenous Australians,Warm Latitude Gardeners/ Foragers,1961,Tropical Savannah,Aw,AH-Melanesian Shoreside,scfal470,5.0,,,,Meriam,ISO 639-3: ulk,meri1244,language,meri1244,east2503,Australia,,"The Melanesian Meriam people are Indigenous Australian group, who live on a small volcanic island called Mer or Murray Island. The island is situated in the eastern section of Torres Strait of Queensland, Australia.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottomeri1244 @Ethnoulk @WikiMurrayIsl
21440,15.16,-84.29,,,13.02,-83.7,Central America,Central American Mainland,Honduras/ Nicaragua,Miskito Coast,Miskito,Miskito Sambu; Miskitu; Tauira; Tawira,Miskito ,,Chibchan Peoples,Afro-Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1981,Tropical Rainforest,Af,Ux (Undifferentiated Extractors),scfal114,5.0,,,,Mískito,ISO 639-3: miq,misk1235,language,misk1235,misu1242,Nicaragua,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottomisk1235 @Ethnomiq @WikiMiskito
30027,10.69,-61.32,,,10.45,-61.29,Central America,E Caribbean,Lesser Antilles/ Windward Islands,Trinidad & Tobago,Lopinot,,Venezuelan & Colombian Creole,,Afro-Caribbean Peoples,Caribbean Creole Peoples,Western Europe,1962,Monsoon,Am,,,5.0,,,,St Lucian Patois,,pato1243,dialect,sain1246,indo1319,Trinidad and Tobago,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiLopinot @Glottopato1243
27853,16.64,-92.74,,,16.84,-92.5,Central America,Mexico,S Mexican Highlands,Chiapas Highlands,Chamula Tzotzil,Sotz'leb,Chiapas Maya,,,Mexico Indigenous Peoples,Nuclear America,1946; 1942-47; 1944-46,Tropical Savannah,Aw,I-Middle America,scfal394,5.0,,,,Tzotzil,ISO 639-3: tzo,tzot1259,language,tzot1259,maya1287,Mexico,,,,,@Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottotzot1259 @Ethnotzo @WikiTzotzil
29316,16.75,-92.71,,,16.84,-92.5,Central America,Mexico,S Mexican Highlands,Chiapas Highlands,Zinacantan Tzotzil,Tzotzil,Chiapas Maya,,,Mexico Indigenous Peoples,Nuclear America,1964; 1966,Tropical Savannah,Aw,,,5.0,,,,Tzotzil,ISO 639-3: tzo,tzot1259,language,tzot1259,maya1287,Mexico,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottotzot1259 @Ethnotzo @WikiTzotzil
14180,23.13,-82.36,,,21.64,-78.25,Central America,N Caribbean,Greater Antilles,Cuba,Afro-Cuban,Santiago,Afro-Cuban,,Afro-Caribbean Peoples,Afro-Caribbean Peoples,Warm Latitude Gardeners,1940; 1946; 1957; 1958; 1960; 1996;,Tropical Savannah,Aw,,,5.0,,,,Cuban Spanish,,cuba1237,dialect,stan1288,indo1319,Cuba,,"The end of slavery in Cuba in 1886 left a large population of free Afro-Cubans, many of whom had been born in Africa and had direct knowledge of African culture. This resulted in a strong African influence in the visual arts, religion, music, and every aspect of Cuban culture. Santeria combines Yoruba beliefs and practices with elements of Catholicism.",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiAfro-Cubans @Glottocuba1237
21647,48.32,106.29,,,44.34,113.62,Central Asia,N E Central Asia,N Eastern Steppe,N Mongolian Steppe,Mongols,Khalkha; Halh,Khalkha Mongol,,,Mongol Peoples,Central Asia,1967,Arid Cold Desert,BWk,P-Central Asian,scfal1013,5.0,,,,Halh Mongolian,ISO 639-3: khk,halh1238,language,halh1238,mong1329,Mongolia,,The Mongols are an East-Central Asian tribal group native to Mongolia and to China's Inner Mongolia Aut. Region. Mongolian people part of the Buryat and Kalmyk subgroups. The Mongols are conected together by a common heritage and ethnic identity.,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottohalh1238 @Ethnokhk @WikiMongols
17931,52.52,45.95,,,46.35,45.48,Central Asia,W Central Asia,Kalmyk Steppe,Rep of Kalmykia,Buzawa Kalmyks,Buzawa tribe; Kalmuck; Oirats,Oirat Mongol,,,Mongol Peoples,Central Asia,1950s,Arid Desert Cold,BWk,P-Central Asian,scfal1011,5.0,,,,Buzawa,,buza1239,dialect,kalm1243,mong1329,Russia,,"The Kalmyk are a division of the Oirat Mongols, whose ancient lands streched over the present-day parts of Kazakhstan, Russia, Mongolia and China.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottobuza1239 @WikiBuzava @ArensbergLomax1977Subsistence
17920,46.76,45.42,,,46.35,45.48,Central Asia,W Central Asia,Kalmyk Steppe,Rep of Kalmykia,Torghut Kalmyks,Hal'mgud; Khalimag; Oirat,Oirat Mongol,,,Mongol Peoples,Central Asia,1960-65,Arid Desert Cold,BWk,P-Central Asian,scfal1011,5.0,,,,Torgut,,torg1245,dialect,kalm1243,mong1329,Russia,,"The Kalmyk are a division of the Oirat Mongols, whose ancient lands streched over the present-day parts of Kazakhstan, Russia, Mongolia and China.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottotorg1245 @WikiTorghut
13665,30.27,120.15,,,29.59,119.98,East Asia,China,E China,Zhejiang,Hangzhou,Hangzhou; Hangchow,Cantonese E Han,,,Han Chinese Peoples,Old Eurasia,1957;,Warm Oceanic Humid Subtropical,Cfa,AH-Upland South Asia,scfal551,5.0,,,,Wu Chinese,,wuch1236,language,wuch1236,sino1245,China,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiHangzhou @Glottowuch1236 @ArensbergLomax1977Subsistence
29145,39.05,99.31,,,38.63,102.83,East Asia,China,N W China,Chinese Steppe,Yugur,Yughur; Yugu; Yellow Uyghur,Yugur Turco-Mongol,,,China Turco-Mongols,Chinese Minority,1983;,Arid Desert Cold,BWk,,,5.0,,,,West Yugur,,west2402,language,west2402,turk1311,China,,"The Yugur people have a prosperous cultural traditon pass down orally by ancestors, such as legends, folk tales, proverbs and ballads. The folk songs highlight especially simple yet delicate and graceful tunes and powerful an bright content. They are talented at the plastic arts, knitting splendid and unique patterns on bags, carpets and home and animal decorations.",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiYugur @Glottowest2402
10374,47.05,8.46,,,46.73,9.26,Europe,Central Europe,Alpine Europe,Swiss Alps,Alpine Swiss,Central Alps; Schweizer Alpen; Alpes suisses; Alpi svizzere; Alps svizras,Alpine Swiss,,Alpine Peoples,Germanic Peoples,Old Europe,Early 20th C.,"Cold, No Dry Season/ Hot Summer",Dfa,,,5.0,,,,Central Alemannic,ISO 639-3: gsw,swis1247,language,swis1247,indo1319,Switzerland,,"At the turn of the 20th century most Swiss families subsisted on mixed family farming, which was/is rendered more exacting in an Alpine environment. Several disinct languages and musical traditions, including yodeling and the alpine horn, characterize Swiss culture.",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoswis1247 @Ethnogsw @WikiSwissAlps
50266,53.21,50.21,,,52.7,51.93,Europe,Russia,Volga Dist,S Volga-Samara R,Samara,Samarskaya Oblast; Kuybyshev Oblast; C. Russia,Southern Russians,,Eastern Slavs,Slavic Peoples,Old Europe,1953; 1954,"Arid Steppe Cold, Cold No Dry Season/ Hot Summer","BSk, Dfa",,,5.0,,,,Russian,ISO 639-3: rus,russ1263,language,russ1263,indo1319,Russia,,The Samara culture was a Neolithic culture of the late 6th and early 5th millennium BC at the Samara bend region of the middle Volga.,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoruss1263 @Ethnorus @WikiSamara
19922,44.31,8.39,,,44.48,9.11,Europe,Southern Europe,N W Italy,Liguria,Genoa,Ligury,Liguri,,Urban Celtic-Ligurians,N Italic Peoples,Old Europe,1954,Temperate Dry Summer/ Hot Summer,Csa,,,5.0,,,,Genoese,,geno1240,dialect,ligu1248,indo1319,Italy,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottogeno1240 @WikiGenoa
23915,37.01,-7.94,,,38.43,-8.2,Europe,Southern Europe,Portugal,S Portugal,Algarve,,Southern Portuguese,,Portuguese,Latin Peoples,Western Europe,1958-61,"Temperate, Dry Summer/ Hot Summer",Csa,,,5.0,,,,Galician Portuguese,,gali1257,dialect,port1283,indo1319,Portugal,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiAlgarve @Glottogali1257
12772,41.06,23.95,,,41.37,25.07,Europe,Southern Europe,Thrace,N & W Thrace,Thrace,Thráki; Trakija; Trakya,Kabylie,,Thracians,Slavic Peoples,European Pastoralists,1954,Semi Arid Steppe Cold,BSk,,,5.0,,,,Thracian,ISO 639-3: txh,thra1250,language,thra1250,indo1319,Bulgaria; Greece; Turkey,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottothra1250 @Ethnotxh @WikiThracians
26075,39.48,-6.37,,,39.27,-6.2,Europe,Southern Europe,W Spain,Extremadura,Extremadura,,Extremeños,,W Spanish,Latin Peoples,Western Europe,1952,"Temperate Dry Summer/ Hot Summer, Semi Arid Steppe Cold","Csa, BSk",,,5.0,,,,Extremaduran,ISO 639-3: ext,extr1243,language,extr1243,indo1319,Spain,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoextr1243 @Ethnoext @WikiExtremadura
17232,64.23,-76.54,,,61.79,-74.0,North America,Canada,E Canadian Arctic,Nunavut/ N Quebec,Nunatsiarmiut,Baffinland Inuit,Nunavut/ Nunavik Inuit,,Inuits,Arctic Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1974-76,Tundra,ET,HF-Arctic,scfal130,5.0,,,,Eastern Canadian Inuktitut,,east2534,language,east2534,eski1264,Canada,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiNunavut @Glottoeast2534
16127,65.66,-37.29,,,68.86,-38.7,North America,Greenland,E Coastal Greenland,Tunu,Tunumiit,Greenland Inuit; Tunumiisiut,Greenland Inuit,,Inuits,Arctic Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1961-62,Ice Cap,EF,HF-Arctic,scfal128,5.0,,,,Tunumiisiut,,tunu1234,language,tunu1234,eski1264,Greenland,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottotunu1234 @WikiTunumiit
29217,41.33,-123.82,,,40.78,-123.13,North America,United States,N W California,Trinity Klamath R,Olekwo'l,Yurok; Olekwol,Yurok Algic,,,California Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1963; 1978-80,Temperate Mediterranean,Csb,HF-Northwest Coast,scfal234,5.0,,,,Yurok,ISO 639-3: yur,yuro1248,language,yuro1248,algi1248,United States,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoyuro1248 @Ethnoyur @WikiYurok
17610,40.71,-74.01,50.59,6.93,40.67,-73.96,North America,United States,Northeast US,Urban Northeast,Ashkenazi New York Jews,Ashkenazic; Ashkenazim,Ashkenazi Jewish Americans,,Middle Europeans,Jewish Peoples,Old Eurasia,1920; 1938; 1978; 1999; 1930-55,Warm Continental/ Humid,Dfa,,,5.0,,,,Western Yiddish,,west2361,language,west2361,indo1319,United States,,"Ashenazi Jewish settlers established communities along the Rhine river in Western Germany and in Northern France dating to the Middle Ages.The delicately nuanced, highly artistic Yiddish folk songs of Ashkenazi Jewish immigrants reflect the upheavals and repressions of 19th century Eastern Europe.",Homeland lat-lon based on existing Cantometrics data assigned to this society. -SS,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiNewYorkJews @Glottowest2361
62438,30.08,-94.13,,,31.24,-99.0,North America,United States,Southeast US,East Texas,Texas Black,,Texas African Americans,,,West & Central African Peoples,,1930; 1939; 1951,Warm Oceanic Humid Subtropical,Cfa,,,5.0,,,6.0,Southern American English,,sout3302,dialect,stan1293,indo1319,United States,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiTexasAfricanAmericans @Glottosout3302 @Lomax1961-62Phonotactics
10209,47.23,142.87,,,50.24,142.8,North Eurasia,E North Eurasia,Russian Far East,Sakhalin Island,Sakhalin Ainu,Aynu; Ezo; Emishi; Ebisu; Aino,Ainu,,N Eurasian Peoples,Ainu Peoples,Siberia,1957,Humid Continental,Dfb,HF-Prairie,scfal197,5.0,5.0,,3.0,Sakhalin Ainu,,sakh1245,language,sakh1245,ainu1252,Russia,,"The Ainu people's traditional religion was Animism. The most important ritual took place over several years and required the capture of a bear cub. It was then raised as a family member and taken care of in an acceptable and caring way. At a designated time, the bear was ceremonially killed. Having cared for the bear well while it was living, the Ainu people were convinced that in death the bear's spirit would protect and provide the safety and happiness of its adoptive society. The Ainu settled Japan long before the Iron Age Yayoi. They speak a language isolate and are animists, believing that everything has a kamuy (spirit or god): Fuchi, goddess of hearths; Kim-un god of bears and mountains: and Repun god of seas, fishing and marine animals. During the Iomante ceremony, a bear is sacrificed and its spirit returned to the gods.",,,@Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottosakh1245 @WikiAinu @Lomax1966-72Minutage @Lomax1961-62Phonotactics
30041,-5.34,154.59,,,-6.23,155.29,Oceania,Melanesia,Papua New Guinea,Aut. Reg of Bougainville,Buka,,Buka Austronesian,,,Melanesian Peoples,Warm Latitude Gardeners,1986,Tropical Rainforest,Af,,,5.0,,,,Petats,,peta1245,language,peta1245,aust1307,Papua New Guinea,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiBuka @Glottopeta1245
30040,-5.46,143.69,,,-5.51,143.37,Oceania,Melanesia,Papua New Guinea,Enga Prov,Enga,Engan,Enga-Kewa-Huli Papuan,,,Melanesian Peoples,Warm Latitude Foragers,1974,Tropical Rainforest,Af,AH-Melanesia,scfal430,5.0,,,,Enga,ISO 639-3: enq,enga1252,language,enga1252,nucl1709,Papua New Guinea,,"The Engan culture, historically, practiced harsh sexes separation. An imporatnt  ceremony called the ""sangai,"" in which young men (between the ages of 16 and 19) were purified in isolation and their eyes were ceremonially washed with water, to remove any taint following from contact with females. During the same ceremony boys made traditional finery, the most remarkable and outstanding piece being a wig made out of their own hair.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoenga1252 @Ethnoenq @WikiEnga
23070,-3.67,141.5,,,-5.22,141.21,Oceania,Melanesia,Papua New Guinea,Ok Tedi R,Ok,Min,Asmat-Awyu-Ok Papuan,,,Melanesian Peoples,African Gatherers,1973,Tropical Rainforest,Af,,,5.0,,,,Ok,,okkk1242,family,NA_ASSIGN_ONCE_FAMILY-LEVEL_GLOTTOCODE_IS_RESOLVED,nucl1709,Papua New Guinea,,"The Mountain Ok people, or also known as Min people, are an ethnic group in the West Sepik Province of Papua New Guinea.",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottookkk1242 @WikiMountainOk
17265,-1.29,132.64,,,-4.23,138.17,Oceania,Melanesia,"Papua, Indonesia",W New Guinea (Papua),Papua,Papua; West Irian; Irian Barat,Papuans/ Indonesian Peoples,,,Melanesian Peoples/ Indonesian Peoples,Warm Latitude Foragers,1957,Tropical Rainforest,Af,,,5.0,,,,Indonesian,ISO 639-3: ind,indo1316,language,indo1316,aust1307,Papua New Guinea,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoindo1316 @Ethnoind @WikiPapua
15282,-8.59,160.86,,,-8.97,160.95,Oceania,Melanesia,Solomon Islands,Malaita Island,Fataleka,,Malaitan Austronesian,,,Melanesian Peoples,Warm Latitude Foragers,1969-70,Tropical Rainforest,Af,,,5.0,,,,Fataleka,ISO 639-3: far,fata1245,language,fata1245,aust1307,Solomon Islands,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottofata1245 @Ethnofar @WikiFataleka
26401,-17.61,-149.31,,,-17.66,-149.38,Oceania,Polynesia,French Polynesia,"Windward Group, Society Islands",Tahitian,Maohi,E Polynesian Austronesian,,,Polynesian Peoples,Warm Latitude Gardeners,1951; 1992,Tropical Rainforest,Af,AH-Eastern Maritimes,scfal512,5.0,,,,Tahitian,ISO 639-3: tah,tahi1242,language,tahi1242,aust1307,French Polynesia,,"Ethnic to Tahiti and thirteen other Society Islands in French Polynesia, the Tahitian people are Polynesian group. The Tahitians are one of the biggest indigenous Polynesian native groups. ",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Ethnotah @WikiTahitians @Glottotahi1242
27340,-21.17,-175.25,,,-21.17,-175.25,Oceania,Polynesia,Tonga,Tongatapu Island,Tongans,,Polynesian Austronesian,,,Polynesian Peoples,Warm Latitude Gardeners,1992,Tropical Rainforest,Af,AH-Eastern Maritimes,scfal515,5.0,,,,Tonga (Tonga Islands),ISO 639-3: ton,tong1325,language,tong1325,aust1307,Tonga,,"The Tongan people live in an archipelago in the South Pacific Ocean in what is called the Kingdom of Tonga. Tongan society is centered on the family and the constitutional monarchy. They live in village communities. Their basic staples are root crops like taro, meat and fish, and fruits like mangoes, bananas, and pineapples. Through dance they express their culture and tell stories of Tongan history and legends. A unique feature of Tongan dance is the movement of the arms and hands in intricate gestures.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Ethnoton @WikiTonga @Glottotong1325
17733,-10.94,-53.35,,,-12.81,-53.98,South America,C South America,E Amazon Basin,Mato Grosso,Yudjá,Yudja; Juruhuna; Juruûna; Iuruna; Yudja; Jaruna; Yudya; Yurúna; Juruna; Yuruna; Jurûna; Geruna,Yuruna Tupian,,Tupian Peoples,Amazon Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1960,Tropical Savannah,Aw,,,5.0,,,,Jurúna,ISO 639-3: jur,juru1256,language,juru1256,tupi1275,Brazil,,"The Juruna (Yudjá) are an indigenous canoe people who live in the islands and peninsulas around the Xingu R. Their massive 15 person dugouts allow them to traverse the Xingu's rapids, unlike other tribes whose vessels were smaller. The Juruna language is Tupi-related; men and women take part in social singing that is very different from their neighbors.",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Ethnojur @WikiYudja @Glottojuru1256
20989,-23.16,-62.18,,,-23.05,-62.47,South America,C South America,Gran Chaco,Chaco Central,Wichí,Wichi; Mataguayo; Mataco; Nocten,Matacoan,,Matacoan Peoples,Gran Chaco Indigenous Peoples,Circum-Pacific Hunter/ Foragers,1965,Semi Arid Steppe Hot,BSh,HF-South America,scfal192,5.0,,,,Wichí Lhamtés Güisnay,,wich1264,language,wich1264,mata1289,Argentina,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiWichi @Glottowich1264
24540,13.08,80.27,,,11.44,78.4,South Asia,India,Dravidian Deccan,Tamil Nadu,Madras,,Madrasis,,Tamil/ S Dravidian Peoples,Dravidian Peoples,Old Eurasia,1952; 1948-1950,Tropical Savannah,Aw,,,5.0,,,,Tamil,ISO 639-3: tam,tami1289,language,tami1289,drav1251,India,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Ethnotam @WikiTamils @Glottotami1289
17557,-7.21,109.89,,,-7.35,109.71,Southeast Asia,Island S E Asia,Greater Sundas,Java,Javanese,Wòng Jåwå; Tiyang Jawi; Suku Jawa,Javanese,,,Indonesian Peoples,Old Eurasia,1952; 1963,Monsoon,Am,PA-East Asian Irrigation,scfal1070,5.0,,,,Javanese,ISO 639-3: jav,java1254,language,java1254,aust1307,Indonesia,,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiJavanese @Glottojava1254
21957,5.35,116.17,,,5.14,116.88,Southeast Asia,Island S E Asia,Greater Sundas,"Sabah, Borneo",Nabai Murut,,Murut Peoples,,,Borneo Indigenous Peoples,Malaysians,1953-73,Tropical Rainforest,Af,AH-Proto Malay,scfal526,5.0,,,,Nabay,,naba1255,dialect,keni1249,aust1307,Malaysia,,"The Muruts are related peoples inhabiting the interior of N. Borneo and Indonesian Borneo, and practicing shifting cultivation, except for the Nabai Muruts who are wet padi rice farmers. Multiple families live in one structure on stilts; in the center is a Lansaran or spring dance floor for community events",,,@Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiMurut @Glottonaba1255
23612,0.71,101.92,,,-1.92,120.43,Southeast Asia,Island S E Asia,Greater Sundas,Sulawesi,Petalangan,,Petalangan,,,Indonesian Peoples,Warm Latitude Foragers,1990-97,Tropical Rainforest,Af,,,5.0,,,,Jambi Malay,ISO 639-3: jax,jamb1236,language,jamb1236,aust1307,Indonesia,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiPetalangan @Glottojamb1236
27391,-8.58,120.15,,,-8.62,121.0,Southeast Asia,Island S E Asia,Lesser Sundas,Flores,Manggarai,,Manggarai Peoples,,,Flores Indigenous Peoples,Warm Latitude Foragers,1994,Tropical Rainforest,Af,,,5.0,,,,Manggarai,ISO 639-3: mqy,mang1405,language,mang1405,aust1307,Indonesia,,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiManggarai @Glottomang1405
